TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TOSS_WINNER_MODEL,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,WIN_RATE_TEAM1,WIN_RATE_TEAM2,WINNER,WINNER_MODEL,AHP_RATIO_TEAM1,AHP_RATIO_TEAM2
KKR,1,RCB,0,RCB,0,224.5290543,224.5290543,281.7181509,281.7181509,0.0,0.0,KKR,1,12.745465,9.982425
CSK,1,KXIP,0,CSK,1,260.9975198,260.9975198,233.5653872,233.5653872,0.0,0.0,CSK,1,16.900712,9.380131
DD,1,RR,0,RR,0,305.1106061000001,305.1106061000001,251.3936012,251.3936012,0.0,0.0,DD,1,8.076035,12.695051
RCB,1,MI,0,MI,0,281.7181509,281.7181509,336.7994228,336.7994228,0.0,0.0,RCB,1,9.982425,15.160852
KKR,1,SRH,0,SRH,0,224.5290543,224.5290543,251.8548469,251.8548469,1.0,0.0,KKR,1,12.745465,9.026536
RR,1,KXIP,0,KXIP,0,251.3936012,251.3936012,233.5653872,233.5653872,0.0,0.0,RR,1,12.695051,9.380131
DD,1,SRH,0,SRH,0,305.1106061000001,305.1106061000001,251.8548469,251.8548469,1.0,0.0,DD,1,8.076035,9.026536
CSK,1,MI,0,MI,0,260.9975198,260.9975198,336.7994228,336.7994228,1.0,0.0,CSK,1,16.900712,15.160852
RR,1,SRH,0,RR,1,251.3936012,251.3936012,251.8548469,251.8548469,0.5,0.0,RR,1,12.695051,9.026536
KXIP,1,MI,0,MI,0,233.5653872,233.5653872,336.7994228,336.7994228,0.0,0.0,KXIP,1,9.380131,15.160852
RR,1,RCB,0,RR,1,251.3936012,251.3936012,281.7181509,281.7181509,0.6666666666666666,0.5,RR,1,12.695051,9.982425
CSK,1,KKR,0,KKR,0,260.9975198,260.9975198,224.5290543,224.5290543,1.0,1.0,CSK,1,16.900712,12.745465
MI,1,SRH,0,SRH,0,336.7994228,336.7994228,251.8548469,251.8548469,0.0,0.0,SRH,0,15.160852,9.026536
DD,1,KXIP,0,DD,1,305.1106061000001,305.1106061000001,233.5653872,233.5653872,1.0,0.3333333333333333,KXIP,0,8.076035,9.380131
CSK,1,RCB,0,CSK,1,260.9975198,260.9975198,281.7181509,281.7181509,1.0,0.3333333333333333,CSK,1,16.900712,9.982425
KKR,1,MI,0,KKR,1,224.5290543,224.5290543,336.7994228,336.7994228,0.6666666666666666,0.0,MI,0,12.745465,15.160852
DD,1,RCB,0,RCB,0,305.1106061000001,305.1106061000001,281.7181509,281.7181509,0.6666666666666666,0.25,DD,1,8.076035,9.982425
SRH,1,KXIP,0,KXIP,0,251.8548469,251.8548469,233.5653872,233.5653872,0.25,0.5,KXIP,0,9.026536,9.380131
RR,1,KKR,0,RR,1,251.3936012,251.3936012,224.5290543,224.5290543,0.75,0.5,RR,1,12.695051,12.745465
CSK,1,DD,0,CSK,1,260.9975198,260.9975198,305.1106061000001,305.1106061000001,1.0,0.75,DD,0,16.900712,8.076035
SRH,1,RCB,0,SRH,1,251.8548469,251.8548469,281.7181509,281.7181509,0.2,0.2,RCB,0,9.026536,9.982425
KXIP,1,KKR,0,KXIP,1,233.5653872,233.5653872,224.5290543,224.5290543,0.6,0.4,KXIP,1,9.380131,12.745465
MI,1,DD,0,DD,0,336.7994228,336.7994228,305.1106061000001,305.1106061000001,0.2,0.8,MI,1,15.160852,8.076035
CSK,1,RR,0,CSK,1,260.9975198,260.9975198,251.3936012,251.3936012,0.8,0.8,RR,0,16.900712,12.695051
RCB,1,KXIP,0,KXIP,0,281.7181509,281.7181509,233.5653872,233.5653872,0.3333333333333333,0.6666666666666666,KXIP,0,9.982425,9.380131
CSK,1,SRH,0,SRH,0,260.9975198,260.9975198,251.8548469,251.8548469,0.6666666666666666,0.16666666666666666,SRH,0,16.900712,9.026536
RR,1,MI,0,MI,0,251.3936012,251.3936012,336.7994228,336.7994228,0.8333333333333334,0.3333333333333333,MI,0,12.695051,15.160852
DD,1,CSK,0,CSK,0,305.1106061000001,305.1106061000001,260.9975198,260.9975198,0.6666666666666666,0.5714285714285714,CSK,0,8.076035,16.900712
KKR,1,RCB,0,KKR,1,224.5290543,224.5290543,281.7181509,281.7181509,0.3333333333333333,0.2857142857142857,KKR,1,12.745465,9.982425
SRH,1,RR,0,RR,0,251.8548469,251.8548469,251.3936012,251.3936012,0.2857142857142857,0.7142857142857143,RR,0,9.026536,12.695051
RCB,1,MI,0,MI,0,281.7181509,281.7181509,336.7994228,336.7994228,0.25,0.42857142857142855,MI,0,9.982425,15.160852
CSK,1,KXIP,0,KXIP,0,260.9975198,260.9975198,233.5653872,233.5653872,0.625,0.7142857142857143,CSK,1,16.900712,9.380131
KKR,1,SRH,0,KKR,1,224.5290543,224.5290543,251.8548469,251.8548469,0.42857142857142855,0.25,KKR,1,12.745465,9.026536
DD,1,RR,0,RR,0,305.1106061000001,305.1106061000001,251.3936012,251.3936012,0.5714285714285714,0.75,RR,0,8.076035,12.695051
RCB,1,KXIP,0,RCB,1,281.7181509,281.7181509,233.5653872,233.5653872,0.2222222222222222,0.625,KXIP,0,9.982425,9.380131
KKR,1,DD,0,KKR,1,224.5290543,224.5290543,305.1106061000001,305.1106061000001,0.5,0.5,KKR,1,12.745465,8.076035
CSK,1,MI,0,MI,0,260.9975198,260.9975198,336.7994228,336.7994228,0.6666666666666666,0.5,MI,0,16.900712,15.160852
KXIP,1,RR,0,RR,0,233.5653872,233.5653872,251.3936012,251.3936012,0.6666666666666666,0.7777777777777778,KXIP,1,9.380131,12.695051
DD,1,SRH,0,SRH,0,305.1106061000001,305.1106061000001,251.8548469,251.8548469,0.4444444444444444,0.2222222222222222,DD,1,8.076035,9.026536
KKR,1,MI,0,MI,0,224.5290543,224.5290543,336.7994228,336.7994228,0.5555555555555556,0.5555555555555556,MI,0,12.745465,15.160852
DD,1,KXIP,0,DD,1,305.1106061000001,305.1106061000001,233.5653872,233.5653872,0.5,0.7,KXIP,0,8.076035,9.380131
RR,1,RCB,0,RCB,0,251.3936012,251.3936012,281.7181509,281.7181509,0.7,0.2,RR,1,12.695051,9.982425
MI,1,SRH,0,SRH,0,336.7994228,336.7994228,251.8548469,251.8548469,0.6,0.2,MI,1,15.160852,9.026536
KKR,1,CSK,0,KKR,1,224.5290543,224.5290543,260.9975198,260.9975198,0.5,0.6,CSK,0,12.745465,16.900712
RCB,1,DD,0,DD,0,281.7181509,281.7181509,305.1106061000001,305.1106061000001,0.18181818181818185,0.4545454545454545,DD,0,9.982425,8.076035
KKR,1,RR,0,RR,0,224.5290543,224.5290543,251.3936012,251.3936012,0.4545454545454545,0.7272727272727273,RR,0,12.745465,12.695051
KXIP,1,MI,0,MI,0,233.5653872,233.5653872,336.7994228,336.7994228,0.7272727272727273,0.6363636363636364,KXIP,1,9.380131,15.160852
RCB,1,CSK,0,RCB,1,281.7181509,281.7181509,260.9975198,260.9975198,0.16666666666666666,0.6363636363636364,RCB,1,9.982425,16.900712
SRH,1,KXIP,0,KXIP,0,251.8548469,251.8548469,233.5653872,233.5653872,0.18181818181818185,0.75,KXIP,0,9.026536,9.380131
MI,1,DD,0,DD,0,336.7994228,336.7994228,305.1106061000001,305.1106061000001,0.5833333333333334,0.5,DD,0,15.160852,8.076035
RR,1,CSK,0,RR,1,251.3936012,251.3936012,260.9975198,260.9975198,0.75,0.5833333333333334,RR,1,12.695051,16.900712
RCB,1,SRH,0,SRH,0,281.7181509,281.7181509,251.8548469,251.8548469,0.2307692307692308,0.16666666666666666,RCB,1,9.982425,9.026536
KXIP,1,KKR,0,KXIP,1,233.5653872,233.5653872,224.5290543,224.5290543,0.7692307692307693,0.4166666666666667,KKR,0,9.380131,12.745465
MI,1,RR,0,RR,0,336.7994228,336.7994228,251.3936012,251.3936012,0.5384615384615384,0.7692307692307693,RR,0,15.160852,12.695051
SRH,1,CSK,0,SRH,1,251.8548469,251.8548469,260.9975198,260.9975198,0.15384615384615385,0.5384615384615384,CSK,0,9.026536,16.900712
RR,1,DD,0,DD,0,251.3936012,251.3936012,305.1106061000001,305.1106061000001,0.7857142857142857,0.5384615384615384,RR,1,12.695051,8.076035
KXIP,1,CSK,0,KXIP,1,233.5653872,233.5653872,260.9975198,260.9975198,0.7142857142857143,0.5714285714285714,CSK,0,9.380131,16.900712
CSK,1,RR,0,RR,0,260.9975198,260.9975198,251.3936012,251.3936012,0.6,0.8,RR,0,16.900712,12.695051
MI,1,CSK,0,CSK,0,331.6517094,331.6517094,336.62857139999994,336.62857139999994,0.5,0.5625,MI,1,15.160852,16.900712
RCB,1,RR,0,RCB,1,227.4338542,227.4338542,331.6461538000001,331.6461538000001,0.2857142857142857,0.8125,RCB,1,9.982425,12.695051
KXIP,1,DD,0,DD,0,282.9642857,282.9642857,296.6,296.6,0.6666666666666666,0.5,DD,0,9.380131,8.076035
KKR,1,SRH,0,KKR,1,303.1287046,303.1287046,234.5125,234.5125,0.4615384615384616,0.14285714285714285,SRH,0,12.745465,9.026536
CSK,1,RCB,0,CSK,1,336.62857139999994,336.62857139999994,227.4338542,227.4338542,0.5294117647058824,0.3333333333333333,CSK,1,16.900712,9.982425
KXIP,1,KKR,0,KKR,0,282.9642857,282.9642857,303.1287046,303.1287046,0.625,0.42857142857142855,KKR,0,9.380131,12.745465
SRH,1,RCB,0,SRH,1,234.5125,234.5125,227.4338542,227.4338542,0.2,0.3125,SRH,1,9.026536,9.982425
DD,1,CSK,0,DD,1,296.6,296.6,336.62857139999994,336.62857139999994,0.5333333333333333,0.5555555555555556,DD,1,8.076035,16.900712
RR,1,KKR,0,KKR,0,331.6461538000001,331.6461538000001,303.1287046,303.1287046,0.7647058823529411,0.4666666666666667,RR,1,12.695051,12.745465
RCB,1,KXIP,0,RCB,1,227.4338542,227.4338542,282.9642857,282.9642857,0.29411764705882354,0.5882352941176471,KXIP,0,9.982425,9.380131
SRH,1,MI,0,SRH,1,234.5125,234.5125,331.6517094,331.6517094,0.25,0.5333333333333333,SRH,1,9.026536,15.160852
RCB,1,DD,0,RCB,1,227.4338542,227.4338542,296.6,296.6,0.2777777777777778,0.5625,DD,0,9.982425,8.076035
KXIP,1,RR,0,KXIP,1,282.9642857,282.9642857,331.6461538000001,331.6461538000001,0.6111111111111112,0.7777777777777778,KXIP,1,9.380131,12.695051
CSK,1,SRH,0,SRH,0,336.62857139999994,336.62857139999994,234.5125,234.5125,0.5263157894736842,0.29411764705882354,SRH,0,16.900712,9.026536
MI,1,KKR,0,MI,1,331.6517094,331.6517094,303.1287046,303.1287046,0.5,0.4375,MI,1,15.160852,12.745465
DD,1,RR,0,DD,1,296.6,296.6,331.6461538000001,331.6461538000001,0.5882352941176471,0.7368421052631579,RR,0,8.076035,12.695051
KKR,1,RCB,0,KKR,1,303.1287046,303.1287046,227.4338542,227.4338542,0.4117647058823529,0.2631578947368421,RCB,0,12.745465,9.982425
KXIP,1,MI,0,KXIP,1,282.9642857,282.9642857,331.6517094,331.6517094,0.631578947368421,0.5294117647058824,KXIP,1,9.380131,15.160852
SRH,1,DD,0,DD,0,234.5125,234.5125,296.6,296.6,0.3333333333333333,0.5555555555555556,DD,0,9.026536,8.076035
CSK,1,RR,0,RR,0,336.62857139999994,336.62857139999994,331.6461538000001,331.6461538000001,0.5,0.75,CSK,1,16.900712,12.695051
MI,1,KKR,0,MI,1,331.6517094,331.6517094,303.1287046,303.1287046,0.5,0.3888888888888889,MI,1,15.160852,12.745465
RCB,1,KXIP,0,RCB,1,227.4338542,227.4338542,282.9642857,282.9642857,0.3,0.65,RCB,1,9.982425,9.380131
SRH,1,RR,0,SRH,1,234.5125,234.5125,331.6461538000001,331.6461538000001,0.3157894736842105,0.7142857142857143,RR,0,9.026536,12.695051
CSK,1,DD,0,DD,0,336.62857139999994,336.62857139999994,296.6,296.6,0.5238095238095238,0.5789473684210527,CSK,1,16.900712,8.076035
KKR,1,KXIP,0,KKR,1,303.1287046,303.1287046,282.9642857,282.9642857,0.3684210526315789,0.6190476190476191,KXIP,0,12.745465,9.380131
MI,1,RCB,0,MI,1,331.6517094,331.6517094,227.4338542,227.4338542,0.5263157894736842,0.3333333333333333,RCB,0,15.160852,9.982425
CSK,1,SRH,0,CSK,1,336.62857139999994,336.62857139999994,234.5125,234.5125,0.5454545454545454,0.3,CSK,1,16.900712,9.026536
RR,1,KXIP,0,KXIP,0,331.6461538000001,331.6461538000001,282.9642857,282.9642857,0.7272727272727273,0.6363636363636364,RR,1,12.695051,9.380131
KKR,1,DD,0,KKR,1,303.1287046,303.1287046,296.6,296.6,0.35,0.55,DD,0,12.745465,8.076035
SRH,1,MI,0,SRH,1,234.5125,234.5125,331.6517094,331.6517094,0.2857142857142857,0.5,SRH,1,9.026536,15.160852
RCB,1,RR,0,RR,0,227.4338542,227.4338542,331.6461538000001,331.6461538000001,0.3636363636363637,0.7391304347826086,RR,0,9.982425,12.695051
CSK,1,KXIP,0,CSK,1,336.62857139999994,336.62857139999994,282.9642857,282.9642857,0.5652173913043478,0.6086956521739131,CSK,1,16.900712,9.380131
MI,1,DD,0,MI,1,331.6517094,331.6517094,296.6,296.6,0.4761904761904762,0.5714285714285714,DD,0,15.160852,8.076035
SRH,1,KXIP,0,KXIP,0,234.5125,234.5125,282.9642857,282.9642857,0.3181818181818182,0.5833333333333334,KXIP,0,9.026536,9.380131
RR,1,CSK,0,RR,1,331.6461538000001,331.6461538000001,336.62857139999994,336.62857139999994,0.75,0.5833333333333334,CSK,0,12.695051,16.900712
MI,1,RCB,0,MI,1,331.6517094,331.6517094,227.4338542,227.4338542,0.4545454545454545,0.3478260869565217,MI,1,15.160852,9.982425
KKR,1,DD,0,DD,0,303.1287046,303.1287046,296.6,296.6,0.3333333333333333,0.5909090909090909,DD,0,12.745465,8.076035
SRH,1,RR,0,SRH,1,234.5125,234.5125,331.6461538000001,331.6461538000001,0.3043478260869565,0.72,SRH,1,9.026536,12.695051
KKR,1,RCB,0,RCB,0,303.1287046,303.1287046,227.4338542,227.4338542,0.3181818181818182,0.3333333333333333,RCB,0,12.745465,9.982425
KXIP,1,MI,0,KXIP,1,282.9642857,282.9642857,331.6517094,331.6517094,0.6,0.4782608695652174,MI,0,9.380131,15.160852
DD,1,SRH,0,SRH,0,296.6,296.6,234.5125,234.5125,0.6086956521739131,0.3333333333333333,DD,1,8.076035,9.026536
CSK,1,RCB,0,CSK,1,336.62857139999994,336.62857139999994,227.4338542,227.4338542,0.6,0.36,RCB,0,16.900712,9.982425
RR,1,MI,0,RR,1,331.6461538000001,331.6461538000001,331.6517094,331.6517094,0.6923076923076923,0.5,RR,1,12.695051,15.160852
DD,1,KXIP,0,KXIP,0,296.6,296.6,282.9642857,282.9642857,0.625,0.5769230769230769,KXIP,0,8.076035,9.380131
MI,1,CSK,0,MI,1,331.6517094,331.6517094,336.62857139999994,336.62857139999994,0.48,0.5769230769230769,CSK,0,15.160852,16.900712
KKR,1,SRH,0,SRH,0,303.1287046,303.1287046,234.5125,234.5125,0.3043478260869565,0.32,SRH,0,12.745465,9.026536
KXIP,1,SRH,0,SRH,0,282.9642857,282.9642857,234.5125,234.5125,0.5925925925925926,0.3461538461538461,KXIP,1,9.380131,9.026536
DD,1,RR,0,DD,1,296.6,296.6,331.6461538000001,331.6461538000001,0.6,0.7037037037037037,DD,1,8.076035,12.695051
CSK,1,KKR,0,CSK,1,336.62857139999994,336.62857139999994,303.1287046,303.1287046,0.5925925925925926,0.2916666666666667,KKR,0,16.900712,12.745465
DD,1,RCB,0,DD,1,296.6,296.6,227.4338542,227.4338542,0.6153846153846154,0.38461538461538464,RCB,0,8.076035,9.982425
RR,1,KKR,0,KKR,0,331.6461538000001,331.6461538000001,303.1287046,303.1287046,0.6785714285714286,0.32,KKR,0,12.695051,12.745465
CSK,1,KXIP,0,CSK,1,336.62857139999994,336.62857139999994,282.9642857,282.9642857,0.5714285714285714,0.6071428571428571,CSK,1,16.900712,9.380131
MI,1,DD,0,DD,0,331.6517094,331.6517094,296.6,296.6,0.4615384615384616,0.5925925925925926,DD,0,15.160852,8.076035
RCB,1,SRH,0,RCB,1,227.4338542,227.4338542,234.5125,234.5125,0.4074074074074074,0.3333333333333333,RCB,1,9.982425,9.026536
DD,1,SRH,0,SRH,0,296.6,296.6,234.5125,234.5125,0.6071428571428571,0.32142857142857145,SRH,0,8.076035,9.026536
CSK,1,RCB,0,RCB,0,336.62857139999994,336.62857139999994,227.4338542,227.4338542,0.5862068965517241,0.42857142857142855,RCB,0,16.900712,9.982425
SRH,1,RCB,0,RCB,0,234.5125,234.5125,227.4338542,227.4338542,0.3448275862068966,0.4482758620689655,SRH,1,9.026536,9.982425
KKR,1,SRH,0,SRH,0,223.2428571,222.2071429,323.05,283.8,0.3461538461538461,0.3666666666666665,KKR,1,12.745465,9.026536
MI,1,RR,0,MI,1,299.04375,300.35625,266.3524531,324.6706349,0.4444444444444444,0.6551724137931034,MI,1,15.160852,12.695051
KXIP,1,DD,0,DD,0,282.3730159,325.6190476000001,345.6142857,313.4357143000001,0.5862068965517241,0.5862068965517241,DD,0,9.380131,8.076035
RCB,1,KKR,0,KKR,0,262.3125,238.3125,223.2428571,222.2071429,0.43333333333333335,0.3703703703703704,KKR,0,9.982425,12.745465
SRH,1,CSK,0,SRH,1,323.05,283.8,299.735119,288.84375,0.3548387096774194,0.5666666666666667,SRH,1,9.026536,16.900712
RR,1,DD,0,DD,0,266.3524531,324.6706349,345.6142857,313.4357143000001,0.6333333333333333,0.6,DD,0,12.695051,8.076035
KXIP,1,RCB,0,KXIP,1,282.3730159,325.6190476000001,262.3125,238.3125,0.5666666666666667,0.41935483870967744,RCB,0,9.380131,9.982425
CSK,1,KKR,0,CSK,1,299.735119,288.84375,223.2428571,222.2071429,0.5483870967741935,0.3928571428571429,CSK,1,16.900712,12.745465
MI,1,DD,0,DD,0,299.04375,300.35625,345.6142857,313.4357143000001,0.4642857142857143,0.6129032258064516,MI,1,15.160852,8.076035
RR,1,RCB,0,RCB,0,266.3524531,324.6706349,262.3125,238.3125,0.6129032258064516,0.4375,RCB,0,12.695051,9.982425
DD,1,CSK,0,DD,1,345.6142857,313.4357143000001,299.735119,288.84375,0.59375,0.5625,CSK,0,8.076035,16.900712
SRH,1,KXIP,0,KXIP,0,323.05,283.8,282.3730159,325.6190476000001,0.375,0.5483870967741935,SRH,1,9.026536,9.380131
RR,1,KKR,0,RR,1,266.3524531,324.6706349,223.2428571,222.2071429,0.59375,0.3793103448275862,RR,1,12.695051,12.745465
MI,1,RCB,0,MI,1,299.04375,300.35625,262.3125,238.3125,0.4827586206896552,0.4545454545454545,RCB,0,15.160852,9.982425
SRH,1,DD,0,SRH,1,323.05,283.8,345.6142857,313.4357143000001,0.3939393939393939,0.5757575757575758,SRH,1,9.026536,8.076035
KXIP,1,CSK,0,CSK,0,282.3730159,325.6190476000001,299.735119,288.84375,0.53125,0.5757575757575758,KXIP,1,9.380131,16.900712
KKR,1,MI,0,KKR,1,223.2428571,222.2071429,299.04375,300.35625,0.3666666666666665,0.4666666666666667,MI,0,12.745465,15.160852
RCB,1,CSK,0,CSK,0,262.3125,238.3125,299.735119,288.84375,0.4705882352941176,0.5588235294117647,RCB,1,9.982425,16.900712
RR,1,KXIP,0,KXIP,0,266.3524531,324.6706349,282.3730159,325.6190476000001,0.6060606060606061,0.5454545454545454,RR,1,12.695051,9.380131
CSK,1,MI,0,MI,0,299.735119,288.84375,299.04375,300.35625,0.5428571428571428,0.4838709677419355,MI,0,16.900712,15.160852
SRH,1,RR,0,SRH,1,323.05,283.8,266.3524531,324.6706349,0.4117647058823529,0.6176470588235294,RR,0,9.026536,12.695051
KKR,1,KXIP,0,KKR,1,223.2428571,222.2071429,282.3730159,325.6190476000001,0.3548387096774194,0.5294117647058824,KKR,1,12.745465,9.380131
DD,1,RCB,0,RCB,0,345.6142857,313.4357143000001,262.3125,238.3125,0.5588235294117647,0.4857142857142857,DD,1,8.076035,9.982425
RR,1,CSK,0,RR,1,266.3524531,324.6706349,299.735119,288.84375,0.6285714285714286,0.5277777777777778,RR,1,12.695051,16.900712
MI,1,SRH,0,SRH,0,299.04375,300.35625,323.05,283.8,0.5,0.4,MI,1,15.160852,9.026536
DD,1,KKR,0,DD,1,345.6142857,313.4357143000001,223.2428571,222.2071429,0.5714285714285714,0.375,DD,1,8.076035,12.745465
KXIP,1,MI,0,MI,0,282.3730159,325.6190476000001,299.04375,300.35625,0.5142857142857142,0.5151515151515151,MI,0,9.380131,15.160852
RCB,1,CSK,0,RCB,1,262.3125,238.3125,299.735119,288.84375,0.4722222222222222,0.5135135135135135,CSK,0,9.982425,16.900712
DD,1,RR,0,DD,1,345.6142857,313.4357143000001,266.3524531,324.6706349,0.5833333333333334,0.6388888888888888,DD,1,8.076035,12.695051
KKR,1,SRH,0,KKR,1,223.2428571,222.2071429,323.05,283.8,0.3636363636363637,0.3888888888888889,KKR,1,12.745465,9.026536
KXIP,1,RCB,0,KXIP,1,282.3730159,325.6190476000001,262.3125,238.3125,0.5,0.4594594594594595,RCB,0,9.380131,9.982425
CSK,1,RR,0,CSK,1,299.735119,288.84375,266.3524531,324.6706349,0.5263157894736842,0.6216216216216216,CSK,1,16.900712,12.695051
MI,1,SRH,0,MI,1,299.04375,300.35625,323.05,283.8,0.5294117647058824,0.3783783783783784,MI,1,15.160852,9.026536
KKR,1,KXIP,0,KKR,1,223.2428571,222.2071429,282.3730159,325.6190476000001,0.38235294117647056,0.4864864864864865,KXIP,0,12.745465,9.380131
DD,1,RCB,0,DD,1,345.6142857,313.4357143000001,262.3125,238.3125,0.5945945945945946,0.4736842105263158,DD,1,8.076035,9.982425
RR,1,SRH,0,RR,1,266.3524531,324.6706349,323.05,283.8,0.6052631578947368,0.3684210526315789,RR,1,12.695051,9.026536
CSK,1,MI,0,CSK,1,299.735119,288.84375,299.04375,300.35625,0.5384615384615384,0.5428571428571428,CSK,1,16.900712,15.160852
KXIP,1,RR,0,KXIP,1,282.3730159,325.6190476000001,266.3524531,324.6706349,0.5,0.6153846153846154,RR,0,9.380131,12.695051
KKR,1,DD,0,KKR,1,223.2428571,222.2071429,345.6142857,313.4357143000001,0.3714285714285713,0.6052631578947368,KKR,1,12.745465,8.076035
RCB,1,SRH,0,SRH,0,262.3125,238.3125,323.05,283.8,0.4615384615384616,0.35897435897435903,SRH,0,9.982425,9.026536
MI,1,KXIP,0,MI,1,299.04375,300.35625,282.3730159,325.6190476000001,0.5277777777777778,0.4871794871794872,KXIP,0,15.160852,9.380131
CSK,1,SRH,0,CSK,1,299.735119,288.84375,323.05,283.8,0.55,0.375,SRH,0,16.900712,9.026536
KKR,1,RCB,0,RCB,0,223.2428571,222.2071429,262.3125,238.3125,0.3888888888888889,0.45,RCB,0,12.745465,9.982425
DD,1,KXIP,0,DD,1,345.6142857,313.4357143000001,282.3730159,325.6190476000001,0.5897435897435898,0.5,KXIP,0,8.076035,9.380131
MI,1,RR,0,RR,0,299.04375,300.35625,266.3524531,324.6706349,0.5135135135135135,0.625,MI,1,15.160852,12.695051
SRH,1,RCB,0,RCB,0,323.05,283.8,262.3125,238.3125,0.3902439024390244,0.4634146341463415,SRH,1,9.026536,9.982425
MI,1,DD,0,MI,1,299.04375,300.35625,345.6142857,313.4357143000001,0.5263157894736842,0.575,MI,1,15.160852,8.076035
KKR,1,CSK,0,KKR,1,223.2428571,222.2071429,299.735119,288.84375,0.3783783783783784,0.5365853658536586,CSK,0,12.745465,16.900712
RR,1,RCB,0,RR,1,266.3524531,324.6706349,262.3125,238.3125,0.6097560975609756,0.4523809523809524,RCB,0,12.695051,9.982425
CSK,1,DD,0,CSK,1,299.735119,288.84375,345.6142857,313.4357143000001,0.5476190476190477,0.5609756097560976,DD,0,16.900712,8.076035
KXIP,1,SRH,0,SRH,0,282.3730159,325.6190476000001,323.05,283.8,0.5121951219512195,0.4047619047619048,SRH,0,9.380131,9.026536
MI,1,RCB,0,RCB,0,299.04375,300.35625,262.3125,238.3125,0.5384615384615384,0.4651162790697674,MI,1,15.160852,9.982425
RR,1,KKR,0,RR,1,266.3524531,324.6706349,223.2428571,222.2071429,0.5952380952380952,0.3684210526315789,KKR,0,12.695051,12.745465
KXIP,1,CSK,0,CSK,0,282.3730159,325.6190476000001,299.735119,288.84375,0.5,0.5348837209302325,CSK,0,9.380131,16.900712
SRH,1,DD,0,SRH,1,323.05,283.8,345.6142857,313.4357143000001,0.4186046511627907,0.5714285714285714,SRH,1,9.026536,8.076035
MI,1,KKR,0,MI,1,299.04375,300.35625,223.2428571,222.2071429,0.55,0.38461538461538464,KKR,0,15.160852,12.745465
MI,1,RCB,0,MI,1,299.04375,300.35625,262.3125,238.3125,0.5365853658536586,0.4545454545454545,MI,1,15.160852,9.982425
CSK,1,SRH,0,CSK,1,299.735119,288.84375,323.05,283.8,0.5454545454545454,0.4318181818181818,CSK,1,16.900712,9.026536
SRH,1,RCB,0,SRH,1,323.05,283.8,262.3125,238.3125,0.4222222222222222,0.4444444444444444,RCB,0,9.026536,9.982425
CSK,1,MI,0,CSK,1,299.735119,288.84375,299.04375,300.35625,0.5555555555555556,0.5476190476190477,CSK,1,16.900712,15.160852
CSK,1,KKR,0,CSK,1,285.125,267.4791667,244.145,238.225,0.5652173913043478,0.4,CSK,1,16.900712,12.745465
SRH,1,RR,0,RR,0,260.7,252.5904762,242.011655,260.3974359,0.4130434782608696,0.5813953488372093,RR,0,9.026536,12.695051
DD,1,MI,0,DD,1,264.0255102,252.0612245,348.375,314.0729167,0.5581395348837209,0.5348837209302325,MI,0,8.076035,15.160852
KXIP,1,RPS,0,KXIP,1,214.6666667,259.0714286,290.0941043,254.2905329,0.4883720930232558,0.0,RPS,0,9.380131,6.032793
KKR,1,SRH,0,KKR,1,244.145,238.225,260.7,252.5904762,0.3902439024390244,0.40425531914893614,KKR,1,12.745465,9.026536
DD,1,RR,0,DD,1,264.0255102,252.0612245,242.011655,260.3974359,0.5454545454545454,0.5909090909090909,RR,0,8.076035,12.695051
RCB,1,MI,0,MI,0,192.3583333,183.2645833,348.375,314.0729167,0.4680851063829787,0.5454545454545454,MI,0,9.982425,15.160852
CSK,1,KXIP,0,KXIP,0,285.125,267.4791667,214.6666667,259.0714286,0.5744680851063829,0.4772727272727273,KXIP,0,16.900712,9.380131
SRH,1,RCB,0,RCB,0,260.7,252.5904762,192.3583333,183.2645833,0.3958333333333333,0.4583333333333333,SRH,1,9.026536,9.982425
