Year,Team,,Player,Strength For Model,Team
2008,CSK,2,ML Hayden,50.854166666666664,CSK
2008,CSK,6,SK Raina,41.76156747055547,CSK
2008,CSK,0,MEK Hussey,39.3578598105909,CSK
2008,CSK,7,JA Morkel,37.23852767602768,CSK
2008,CSK,4,MS Dhoni,34.63091494920055,CSK
2008,CSK,11,PA Patel,29.622603785103788,CSK
2008,CSK,8,L Balaji,29.24683847898134,CSK
2008,CSK,14,P Amarnath,27.833333333333332,CSK
2008,CSK,3,M Muralitharan,25.09871794871795,CSK
2008,CSK,13,SP Fleming,24.3,CSK
2008,CSK,1,M Ntini,24.0,CSK
2008,DD,191,MF Maharoof,43.21587301587302,DD
2008,DD,193,AB de Villiers,39.2038754070004,DD
2008,DD,184,S Dhawan,37.215695028011204,DD
2008,DD,186,V Sehwag,35.26755964623612,DD
2008,DD,182,G Gambhir,33.53892253023269,DD
2008,DD,189,A Mishra,31.19350331041507,DD
2008,DD,190,KD Karthik,30.41243403569254,DD
2008,DD,183,TM Dilshan,29.526190476190475,DD
2008,DD,187,DL Vettori,27.359462759462758,DD
2008,DD,194,VY Mahesh,25.21818181818182,DD
2008,DD,185,GD McGrath,24.5,DD
2008,KKR,483,Umar Gul,61.0,KKR
2008,KKR,480,Shoaib Akhtar,43.0,KKR
2008,KKR,477,Salman Butt,35.857142857142854,KKR
2008,KKR,470,BB McCullum,34.82855856264947,KKR
2008,KKR,489,BJ Hodge,33.09773909563826,KKR
2008,KKR,473,SC Ganguly,31.787142857142857,KKR
2008,KKR,475,DJ Hussey,29.466987179487177,KKR
2008,KKR,471,BAW Mendis,22.145833333333332,KKR
2008,KKR,472,WP Saha,21.384438723041665,KKR
2008,KKR,484,AB Agarkar,19.99308561808562,KKR
2008,KKR,474,AB Dinda,19.22692307692308,KKR
2008,KXIP,728,SE Marsh,45.27977115477116,KXIP
2008,KXIP,737,JR Hopes,42.63181818181818,KXIP
2008,KXIP,726,SM Katich,40.47222222222222,KXIP
2008,KXIP,730,KC Sangakkara,34.24596052096052,KXIP
2008,KXIP,736,Yuvraj Singh,32.66902264402264,KXIP
2008,KXIP,734,DPMD Jayawardene,30.549893162393165,KXIP
2008,KXIP,731,PP Chawla,30.19484508547009,KXIP
2008,KXIP,725,IK Pathan,27.92323373793962,KXIP
2008,KXIP,727,B Lee,25.969444444444445,KXIP
2008,KXIP,724,LA Pomersbach,23.691666666666666,KXIP
2008,KXIP,739,RR Sarwan,22.25,KXIP
2008,MI,979,CRD Fernando,46.1,MI
2008,MI,975,DJ Bravo,40.6436667903351,MI
2008,MI,973,DR Smith,40.230260480260476,MI
2008,MI,968,ST Jayasuriya,39.007936507936506,MI
2008,MI,974,SR Tendulkar,37.79711538461538,MI
2008,MI,971,SM Pollock,36.15384615384615,MI
2008,MI,970,RV Uthappa,36.02988782051282,MI
2008,MI,980,Harbhajan Singh,33.893274956897244,MI
2008,MI,976,A Nehra,33.65934574684575,MI
2008,MI,990,AM Rahane,31.891172716172715,MI
2008,MI,978,DS Kulkarni,29.345905483405485,MI
2008,RCB,1218,JH Kallis,46.89563279857397,RCB
2008,RCB,1217,V Kohli,40.937889194139196,RCB
2008,RCB,1221,Z Khan,31.604123376623374,RCB
2008,RCB,1224,AA Noffke,31.0,RCB
2008,RCB,1213,R Vinay Kumar,30.94126441740078,RCB
2008,RCB,1212,R Dravid,30.58499949124949,RCB
2008,RCB,1215,A Kumble,29.741666666666664,RCB
2008,RCB,1209,DW Steyn,27.057983193277312,RCB
2008,RCB,1222,CL White,25.247069597069597,RCB
2008,RCB,1208,LRPL Taylor,25.132096474953613,RCB
2008,RCB,1219,P Kumar,23.52782051282051,RCB
2008,RR,1582,Sohail Tanvir,58.81818181818182,RR
2008,RR,1584,SR Watson,53.59428205484355,RR
2008,RR,1585,AD Mascarenhas,43.68,RR
2008,RR,1590,Kamran Akmal,42.166666666666664,RR
2008,RR,1591,RA Jadeja,31.654063458900918,RR
2008,RR,1589,SK Warne,31.26694139194139,RR
2008,RR,1588,YK Pathan,29.786294036845508,RR
2008,RR,1583,GC Smith,29.710227272727273,RR
2008,RR,1587,MM Patel,26.496320346320346,RR
2008,RR,1592,SK Trivedi,23.160971055088698,RR
2008,RR,1581,NK Patel,19.075,RR
2008,SRH,1789,A Symonds,47.51988636363636,SRH
2008,SRH,1800,WPUJC Vaas,46.87777777777777,SRH
2008,SRH,1794,AC Gilchrist,39.94104853479853,SRH
2008,SRH,1790,RG Sharma,37.52201329587166,SRH
2008,SRH,1793,Shahid Afridi,35.5,SRH
2008,SRH,1801,HH Gibbs,33.88333333333333,SRH
2008,SRH,1791,SB Styris,33.5,SRH
2008,SRH,1802,RP Singh,27.934948979591837,SRH
2008,SRH,1805,DNT Zoysa,21.333333333333332,SRH
2008,SRH,1798,LPC Silva,21.0,SRH
2008,SRH,1795,PP Ojha,20.066666666666666,SRH
2009,CSK,19,ML Hayden,60.25,CSK
2009,CSK,26,JA Morkel,57.84615384615385,CSK
2009,CSK,24,A Flintoff,49.0,CSK
2009,CSK,23,SK Raina,38.5625,CSK
2009,CSK,29,T Thushara,37.125,CSK
2009,CSK,21,MS Dhoni,34.125,CSK
2009,CSK,32,L Balaji,32.333333333333336,CSK
2009,CSK,36,MS Gony,31.75,CSK
2009,CSK,33,PA Patel,31.692307692307693,CSK
2009,CSK,35,M Vijay,31.46919913419913,CSK
2009,CSK,30,Joginder Sharma,29.375,CSK
2009,DD,208,A Mishra,55.166666666666664,DD
2009,DD,202,MF Maharoof,54.6,DD
2009,DD,207,DA Warner,49.06926664022252,DD
2009,DD,209,G Gambhir,48.142857142857146,DD
2009,DD,214,V Sehwag,40.785714285714285,DD
2009,DD,218,VY Mahesh,40.27272727272727,DD
2009,DD,216,AM Salvi,31.55,DD
2009,DD,212,Y Nagar,30.01223776223776,DD
2009,DD,201,TM Dilshan,27.571428571428573,DD
2009,DD,211,DP Nannes,26.76965811965812,DD
2009,DD,215,DL Vettori,25.0,DD
2009,KKR,501,BB McCullum,63.75,KKR
2009,KKR,491,CK Langeveldt,55.0,KKR
2009,KKR,490,MN van Wyk,50.0,KKR
2009,KKR,496,CH Gayle,49.057622932622934,KKR
2009,KKR,504,SC Ganguly,48.15384615384615,KKR
2009,KKR,503,MC Henriques,39.458730158730155,KKR
2009,KKR,498,DJ Hussey,34.92307692307692,KKR
2009,KKR,494,AB Agarkar,30.11111111111111,KKR
2009,KKR,506,AD Mathews,29.07251082251082,KKR
2009,KKR,499,BAW Mendis,27.0,KKR
2009,KKR,497,LR Shukla,24.307692307692307,KKR
2009,KXIP,754,SM Katich,59.5,KXIP
2009,KXIP,747,KC Sangakkara,44.1,KXIP
2009,KXIP,753,IK Pathan,41.07142857142857,KXIP
2009,KXIP,759,LA Pomersbach,39.8,KXIP
2009,KXIP,746,RS Bopara,39.31111111111111,KXIP
2009,KXIP,752,PP Chawla,38.333333333333336,KXIP
2009,KXIP,748,B Lee,35.75,KXIP
2009,KXIP,749,Yuvraj Singh,32.53333333333333,KXIP
2009,KXIP,758,S Sreesanth,31.4,KXIP
2009,KXIP,750,RR Powar,25.0,KXIP
2009,KXIP,760,YA Abdulla,24.52777777777778,KXIP
2009,MI,995,DJ Bravo,58.888888888888886,MI
2009,MI,996,Harbhajan Singh,58.666666666666664,MI
2009,MI,1000,ST Jayasuriya,56.357142857142854,MI
2009,MI,999,GR Napier,41.0,MI
2009,MI,994,SR Tendulkar,38.857142857142854,MI
2009,MI,997,SL Malinga,37.25405324522971,MI
2009,MI,992,JP Duminy,36.079929792429795,MI
2009,MI,1008,S Dhawan,34.642857142857146,MI
2009,MI,1001,Z Khan,33.54545454545455,MI
2009,MI,1006,DS Kulkarni,28.7,MI
2009,MI,1002,YV Takawale,24.714285714285715,MI
2009,RCB,1246,D du Preez,59.0,RCB
2009,RCB,1232,LRPL Taylor,47.5,RCB
2009,RCB,1233,KP Pietersen,40.18603896103896,RCB
2009,RCB,1243,RE van der Merwe,37.86,RCB
2009,RCB,1238,SP Goswami,35.25,RCB
2009,RCB,1235,JD Ryder,33.688111888111884,RCB
2009,RCB,1245,P Kumar,33.61538461538461,RCB
2009,RCB,1240,R Dravid,32.57142857142857,RCB
2009,RCB,1244,RV Uthappa,31.714285714285715,RCB
2009,RCB,1236,JH Kallis,30.727272727272727,RCB
2009,RCB,1234,MV Boucher,30.5,RCB
2009,RR,1610,AD Mascarenhas,61.0,RR
2009,RR,1609,GC Smith,50.09090909090909,RR
2009,RR,1606,YK Pathan,49.0,RR
2009,RR,1614,SA Asnodkar,46.888888888888886,RR
2009,RR,1613,SK Warne,40.666666666666664,RR
2009,RR,1604,J Botha,35.77424242424242,RR
2009,RR,1601,A Singh,32.074074074074076,RR
2009,RR,1616,SM Harwood,32.0,RR
2009,RR,1605,LA Carseldine,30.2,RR
2009,RR,1617,NK Patel,28.4,RR
2009,RR,1603,M Morkel,25.60438311688312,RR
2009,SRH,1809,A Symonds,54.0,SRH
2009,SRH,1817,DR Smith,48.25,SRH
2009,SRH,1816,RG Sharma,46.07692307692308,SRH
2009,SRH,1813,AC Gilchrist,44.642857142857146,SRH
2009,SRH,1822,Y Venugopal Rao,35.63636363636363,SRH
2009,SRH,1819,RJ Harris,35.52051282051282,SRH
2009,SRH,1815,RP Singh,32.42857142857143,SRH
2009,SRH,1826,VVS Laxman,32.166666666666664,SRH
2009,SRH,1824,Harmeet Singh,28.8234126984127,SRH
2009,SRH,1814,WPUJC Vaas,28.8,SRH
2009,SRH,1811,HH Gibbs,26.666666666666668,SRH
2010,CSK,48,ML Hayden,63.0,CSK
2010,CSK,37,SK Raina,55.714285714285715,CSK
2010,CSK,49,SB Jakati,43.111111111111114,CSK
2010,CSK,50,MEK Hussey,39.3578598105909,CSK
2010,CSK,40,DE Bollinger,38.75534188034188,CSK
2010,CSK,38,R Ashwin,38.5,CSK
2010,CSK,47,JA Morkel,37.833333333333336,CSK
2010,CSK,44,T Thushara,36.5,CSK
2010,CSK,43,MS Dhoni,33.42857142857143,CSK
2010,CSK,42,M Muralitharan,32.69230769230769,CSK
2010,CSK,52,L Balaji,25.615384615384617,CSK
2010,DD,238,Y Nagar,75.0,DD
2010,DD,219,PD Collingwood,52.375,DD
2010,DD,233,AB de Villiers,44.666666666666664,DD
2010,DD,237,MF Maharoof,40.333333333333336,DD
2010,DD,236,TM Dilshan,39.285714285714285,DD
2010,DD,227,A Nehra,39.07692307692308,DD
2010,DD,225,A Mishra,36.54545454545455,DD
2010,DD,223,DL Vettori,34.857142857142854,DD
2010,DD,231,R Bhatia,33.125,DD
2010,DD,232,KD Karthik,32.666666666666664,DD
2010,DD,222,DP Nannes,31.923076923076923,DD
2010,KKR,523,CK Langeveldt,81.0,KKR
2010,KKR,529,BJ Hodge,52.5,KKR
2010,KKR,522,CH Gayle,38.714285714285715,KKR
2010,KKR,525,DJ Hussey,31.25,KKR
2010,KKR,526,BB McCullum,30.615384615384617,KKR
2010,KKR,521,SE Bond,29.5,KKR
2010,KKR,534,I Sharma,27.454545454545453,KKR
2010,KKR,514,OA Shah,23.13782051282051,KKR
2010,KKR,518,SC Ganguly,21.846153846153847,KKR
2010,KKR,531,BAW Mendis,20.75,KKR
2010,KKR,520,AD Mathews,20.0,KKR
2010,KXIP,769,IK Pathan,49.142857142857146,KXIP
2010,KXIP,765,SE Marsh,45.27977115477116,KXIP
2010,KXIP,766,Yuvraj Singh,43.07142857142857,KXIP
2010,KXIP,782,YA Abdulla,41.55555555555556,KXIP
2010,KXIP,771,RS Bopara,37.6,KXIP
2010,KXIP,781,B Lee,36.6,KXIP
2010,KXIP,773,KC Sangakkara,32.642857142857146,KXIP
2010,KXIP,767,DPMD Jayawardene,32.2,KXIP
2010,KXIP,772,PP Chawla,27.428571428571427,KXIP
2010,KXIP,775,MS Bisla,26.578571428571433,KXIP
2010,KXIP,780,SJ Srivastava,25.395833333333332,KXIP
2010,MI,1026,DJ Bravo,54.18181818181818,MI
2010,MI,1013,JP Duminy,46.30769230769231,MI
2010,MI,1018,CRD Fernando,46.1,MI
2010,MI,1021,ST Jayasuriya,38.416666666666664,MI
2010,MI,1012,SR Tendulkar,36.69230769230769,MI
2010,MI,1014,SL Malinga,35.38461538461539,MI
2010,MI,1020,KA Pollard,35.37463791927027,MI
2010,MI,1016,Harbhajan Singh,35.07692307692308,MI
2010,MI,1019,AT Rayudu,30.14473326982615,MI
2010,MI,1024,R McLaren,29.67777777777778,MI
2010,MI,1022,Z Khan,29.0,MI
2010,RCB,1267,MK Pandey,48.2,RCB
2010,RCB,1255,JH Kallis,42.13333333333333,RCB
2010,RCB,1260,RE van der Merwe,40.3,RCB
2010,RCB,1258,A Kumble,39.4375,RCB
2010,RCB,1253,KP Pietersen,37.5,RCB
2010,RCB,1272,SP Goswami,33.5,RCB
2010,RCB,1266,LRPL Taylor,32.18181818181818,RCB
2010,RCB,1268,P Kumar,32.07692307692308,RCB
2010,RCB,1270,R Vinay Kumar,27.272727272727273,RCB
2010,RCB,1265,CL White,25.247069597069597,RCB
2010,RCB,1259,R Dravid,25.153846153846153,RCB
2010,RR,1640,AP Dole,56.0,RR
2010,RR,1624,SR Watson,53.59428205484355,RR
2010,RR,1637,MM Patel,43.09090909090909,RR
2010,RR,1630,AD Mascarenhas,41.4,RR
2010,RR,1629,SK Warne,39.53846153846154,RR
2010,RR,1625,YK Pathan,37.69230769230769,RR
2010,RR,1635,Kamran Khan,36.2,RR
2010,RR,1626,NV Ojha,34.625,RR
2010,RR,1633,SW Tait,28.4375,RR
2010,RR,1623,AJ Finch,27.206837606837606,RR
2010,RR,1622,AC Voges,23.333333333333332,RR
2010,SRH,1829,WPUJC Vaas,66.5,SRH
2010,SRH,1831,A Symonds,59.625,SRH
2010,SRH,1837,AC Gilchrist,50.1875,SRH
2010,SRH,1833,RG Sharma,46.9375,SRH
2010,SRH,1844,DR Smith,41.25,SRH
2010,SRH,1841,MR Marsh,39.18888888888889,SRH
2010,SRH,1835,HH Gibbs,38.5,SRH
2010,SRH,1842,RP Singh,38.4375,SRH
2010,SRH,1830,TL Suman,34.166666666666664,SRH
2010,SRH,1834,PP Ojha,29.266666666666666,SRH
2010,SRH,1836,RJ Harris,28.375,SRH
2011,CSK,65,SK Raina,54.4375,CSK
2011,CSK,63,DE Bollinger,45.125,CSK
2011,CSK,69,M Vijay,44.266666666666666,CSK
2011,CSK,71,JA Morkel,39.07142857142857,CSK
2011,CSK,64,MS Dhoni,34.84615384615385,CSK
2011,CSK,76,SB Styris,33.5,CSK
2011,CSK,61,R Ashwin,30.916666666666668,CSK
2011,CSK,67,SB Jakati,29.90909090909091,CSK
2011,CSK,62,S Badrinath,26.9375,CSK
2011,CSK,73,KMDN Kulasekara,26.3,CSK
2011,CSK,74,TG Southee,21.62213976499691,CSK
2011,DD,242,RE van der Merwe,53.0,DD
2011,DD,250,IK Pathan,50.285714285714285,DD
2011,DD,258,AB McDonald,47.25,DD
2011,DD,241,JR Hopes,42.63181818181818,DD
2011,DD,243,V Sehwag,39.714285714285715,DD
2011,DD,247,DA Warner,38.27272727272727,DD
2011,DD,254,NV Ojha,37.07142857142857,DD
2011,DD,252,AM Salvi,31.55,DD
2011,DD,257,AB Dinda,31.0,DD
2011,DD,244,AJ Finch,27.0,DD
2011,DD,261,S Sriram,24.0,DD
2011,KKR,542,JH Kallis,68.25,KKR
2011,KKR,541,YK Pathan,44.42857142857143,KKR
2011,KKR,549,JD Unadkat,36.0,KKR
2011,KKR,552,LR Shukla,33.5,KKR
2011,KKR,545,Shakib Al Hasan,32.359478695324285,KKR
2011,KKR,544,G Gambhir,32.09090909090909,KKR
2011,KKR,550,MS Bisla,29.5,KKR
2011,KKR,551,L Balaji,29.142857142857142,KKR
2011,KKR,540,MK Tiwary,25.46153846153846,KKR
2011,KKR,543,R Bhatia,22.4,KKR
2011,KKR,546,BJ Haddin,22.0,KKR
2011,KTK,704,BJ Hodge,48.0,KTK
2011,KTK,709,DPMD Jayawardene,44.46153846153846,KTK
2011,KTK,714,R Vinay Kumar,32.857142857142854,KTK
2011,KTK,712,M Muralitharan,32.833333333333336,KTK
2011,KTK,706,RA Jadeja,31.654063458900918,KTK
2011,KTK,720,P Parameswaran,31.266666666666666,KTK
2011,KTK,708,BB McCullum,30.8,KTK
2011,KTK,711,PA Patel,28.5,KTK
2011,KTK,707,RP Singh,28.0,KTK
2011,KTK,717,OA Shah,28.0,KTK
2011,KTK,713,M Klinger,20.5,KTK
2011,KXIP,797,RJ Harris,55.125,KXIP
2011,KXIP,788,SE Marsh,48.75,KXIP
2011,KXIP,806,L Ablish,35.5,KXIP
2011,KXIP,796,KD Karthik,31.571428571428573,KXIP
2011,KXIP,794,AC Gilchrist,29.75,KXIP
2011,KXIP,798,PP Chawla,28.071428571428573,KXIP
2011,KXIP,804,AM Nayar,24.666666666666668,KXIP
2011,KXIP,803,DJ Hussey,23.166666666666668,KXIP
2011,KXIP,795,P Kumar,19.666666666666668,KXIP
2011,KXIP,792,R McLaren,18.7,KXIP
2011,KXIP,791,Bipul Sharma,18.6,KXIP
2011,MI,1040,A Symonds,58.0,MI
2011,MI,1048,KA Pollard,53.785714285714285,MI
2011,MI,1035,SR Tendulkar,51.6,MI
2011,MI,1037,Harbhajan Singh,40.53333333333333,MI
2011,MI,1039,RG Sharma,38.25,MI
2011,MI,1042,AT Rayudu,35.0,MI
2011,MI,1036,SL Malinga,30.76923076923077,MI
2011,MI,1033,JEC Franklin,30.708333333333332,MI
2011,MI,1034,AG Murtaza,27.666666666666668,MI
2011,MI,1045,TL Suman,27.142857142857142,MI
2011,MI,1041,DS Kulkarni,21.0,MI
2011,RCB,1275,CH Gayle,52.44444444444444,RCB
2011,RCB,1279,CK Langeveldt,39.0,RCB
2011,RCB,1294,R Ninan,36.0,RCB
2011,RCB,1282,SS Tiwary,33.125,RCB
2011,RCB,1281,Z Khan,31.714285714285715,RCB
2011,RCB,1276,DL Vettori,29.0,RCB
2011,RCB,1284,S Aravind,28.904444444444447,RCB
2011,RCB,1293,JJ van der Wath,27.333333333333332,RCB
2011,RCB,1280,TM Dilshan,25.5,RCB
2011,RCB,1291,A Mithun,25.0,RCB
2011,RCB,1277,V Kohli,23.8125,RCB
2011,RPS,1472,SC Ganguly,46.785714285714285,RPS
2011,RPS,1467,JP Faulkner,35.72311616954474,RPS
2011,RPS,1468,RV Uthappa,35.3125,RPS
2011,RPS,1477,JD Ryder,33.688111888111884,RPS
2011,RPS,1484,GC Smith,33.5,RPS
2011,RPS,1464,Yuvraj Singh,31.714285714285715,RPS
2011,RPS,1475,B Kumar,31.36844353903178,RPS
2011,RPS,1485,JE Taylor,30.6,RPS
2011,RPS,1479,WD Parnell,30.25,RPS
2011,RPS,1482,M Kartik,28.9,RPS
2011,RPS,1469,R Sharma,27.5,RPS
2011,RR,1652,SR Watson,68.5,RR
2011,RR,1647,J Botha,35.77424242424242,RR
2011,RR,1660,SW Tait,35.0,RR
2011,RR,1654,A Singh,32.074074074074076,RR
2011,RR,1657,AM Rahane,31.891172716172715,RR
2011,RR,1666,ND Doshi,29.0,RR
2011,RR,1658,SK Trivedi,28.0,RR
2011,RR,1665,Pankaj Singh,22.5,RR
2011,RR,1662,FY Fazal,22.3,RR
2011,RR,1653,R Dravid,21.0,RR
2011,RR,1650,SK Warne,19.785714285714285,RR
2011,SRH,1850,KC Sangakkara,41.23076923076923,SRH
2011,SRH,1853,A Mishra,35.357142857142854,SRH
