,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL
245,307,2011,Chennai,CSK,CSK,1,RCB,0,CSK,bat,normal,CSK,58,1,1,1,1
246,308,2012,Chennai,CSK,CSK,1,MI,0,MI,field,normal,MI,0,0,0,0,1
247,309,2012,Kolkata,KKR,KKR,1,DD,0,DD,field,normal,DD,0,0,0,0,1
248,310,2012,Mumbai,MI,RPS,1,MI,0,MI,field,normal,RPS,28,0,1,0,0
249,311,2012,Jaipur,RR,RR,1,KXIP,0,KXIP,field,normal,RR,31,0,1,0,1
250,312,2012,Bangalore,RCB,RCB,1,DD,0,DD,field,normal,RCB,20,0,1,0,1
251,313,2012,Visakhapatnam,Visakhapatnam,CSK,1,SRH,0,SRH,field,normal,CSK,74,0,1,0,2
252,314,2012,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,RR,22,0,1,0,1
253,315,2012,Pune,RPS,RPS,1,KXIP,0,RPS,bat,normal,RPS,22,1,1,1,1
254,316,2012,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,SRH,bat,normal,MI,0,1,0,1,2
255,317,2012,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,KKR,42,0,1,0,0
256,318,2012,Delhi,DD,CSK,1,DD,0,DD,field,normal,DD,0,0,0,0,0
257,319,2012,Mumbai,MI,MI,1,RR,0,RR,field,normal,MI,27,0,1,0,1
258,320,2012,Chennai,CSK,RCB,1,CSK,0,RCB,bat,normal,CSK,0,1,0,1,0
259,321,2012,Chandigarh,KXIP,RPS,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
260,322,2012,Kolkata,KKR,RR,1,KKR,0,RR,bat,normal,KKR,0,1,0,1,0
261,323,2012,Delhi,DD,SRH,1,DD,0,SRH,bat,normal,DD,0,1,0,1,0
262,324,2012,Pune,RPS,CSK,1,RPS,0,CSK,bat,normal,RPS,0,1,0,1,0
263,325,2012,Kolkata,KKR,KXIP,1,KKR,0,KKR,field,normal,KXIP,2,0,1,0,0
264,326,2012,Bangalore,RCB,RR,1,RCB,0,RR,bat,normal,RR,59,1,1,1,0
265,327,2012,Mumbai,MI,MI,1,DD,0,DD,field,normal,DD,0,0,0,0,1
266,328,2012,Jaipur,RR,SRH,1,RR,0,SRH,bat,normal,RR,0,1,0,1,0
267,329,2012,Bangalore,RCB,RPS,1,RCB,0,RPS,bat,normal,RCB,0,1,0,1,0
268,330,2012,Chandigarh,KXIP,KXIP,1,KKR,0,KXIP,bat,normal,KKR,0,1,0,1,1
269,331,2012,Hyderabad,SRH,SRH,1,DD,0,SRH,bat,normal,DD,0,1,0,1,1
270,332,2012,Chennai,CSK,CSK,1,RPS,0,RPS,field,normal,CSK,13,0,1,0,1
271,333,2012,Chandigarh,KXIP,KXIP,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
272,334,2012,Chennai,CSK,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,0
273,335,2012,Delhi,DD,RPS,1,DD,0,DD,field,normal,RPS,20,0,1,0,0
274,336,2012,Mumbai,MI,MI,1,KXIP,0,MI,bat,normal,KXIP,0,1,0,1,1
275,337,2012,Cuttack,Cuttack,SRH,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
276,338,2012,Jaipur,RR,RCB,1,RR,0,RR,field,normal,RCB,46,0,1,0,0
277,339,2012,Pune,RPS,RPS,1,DD,0,RPS,bat,normal,DD,0,1,0,1,1
278,340,2012,Chandigarh,KXIP,KXIP,1,MI,0,KXIP,bat,normal,MI,0,1,0,1,1
279,341,2012,Pune,RPS,SRH,1,RPS,0,SRH,bat,normal,SRH,18,1,1,1,0
280,342,2012,Delhi,DD,DD,1,MI,0,MI,field,normal,DD,37,0,1,0,1
281,343,2012,Chennai,CSK,KXIP,1,CSK,0,KXIP,bat,normal,KXIP,7,1,1,1,0
282,344,2012,Kolkata,KKR,KKR,1,RCB,0,KKR,bat,normal,KKR,47,1,1,1,1
283,345,2012,Delhi,DD,DD,1,RR,0,DD,bat,normal,DD,1,1,1,1,1
284,346,2012,Mumbai,MI,SRH,1,MI,0,MI,field,normal,MI,0,0,0,0,0
285,347,2012,Chennai,CSK,CSK,1,KKR,0,CSK,bat,normal,KKR,0,1,0,1,1
286,348,2012,Cuttack,Cuttack,SRH,1,RPS,0,SRH,bat,normal,SRH,13,1,1,1,2
287,349,2012,Jaipur,RR,RR,1,DD,0,RR,bat,normal,DD,0,1,0,1,1
288,350,2012,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
289,351,2012,Pune,RPS,MI,1,RPS,0,MI,bat,normal,MI,1,1,1,1,0
290,352,2012,Chennai,CSK,CSK,1,SRH,0,CSK,bat,normal,CSK,10,1,1,1,1
291,353,2012,Kolkata,KKR,KKR,1,RPS,0,KKR,bat,normal,KKR,7,1,1,1,1
292,354,2012,Chandigarh,KXIP,RR,1,KXIP,0,RR,bat,normal,RR,43,1,1,1,0
293,355,2012,Mumbai,MI,CSK,1,MI,0,MI,field,normal,MI,0,0,0,0,0
294,356,2012,Bangalore,RCB,SRH,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
295,357,2012,Delhi,DD,DD,1,KKR,0,DD,bat,normal,KKR,0,1,0,1,1
296,358,2012,Pune,RPS,RPS,1,RR,0,RPS,bat,normal,RR,0,1,0,1,1
297,359,2012,Hyderabad,SRH,KXIP,1,SRH,0,SRH,field,normal,KXIP,25,0,1,0,0
298,360,2012,Mumbai,MI,MI,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
299,361,2012,Jaipur,RR,RR,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
300,362,2012,Pune,RPS,RCB,1,RPS,0,RPS,field,normal,RCB,35,0,1,0,0
301,363,2012,Kolkata,KKR,MI,1,KKR,0,MI,bat,normal,MI,27,1,1,1,0
302,364,2012,Chennai,CSK,DD,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,0
303,365,2012,Jaipur,RR,RR,1,RPS,0,RR,bat,normal,RR,45,1,1,1,1
304,366,2012,Chandigarh,KXIP,SRH,1,KXIP,0,SRH,bat,normal,KXIP,0,1,0,1,0
305,367,2012,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,MI,0,0,0,0,1
306,368,2012,Kolkata,KKR,KKR,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
307,369,2012,Delhi,DD,KXIP,1,DD,0,KXIP,bat,normal,DD,0,1,0,1,0
308,370,2012,Mumbai,MI,KKR,1,MI,0,MI,field,normal,KKR,32,0,1,0,0
309,371,2012,Dharamsala,Dharamsala,CSK,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
310,372,2012,Delhi,DD,RCB,1,DD,0,DD,field,normal,RCB,21,0,1,0,0
311,373,2012,Hyderabad,SRH,RR,1,SRH,0,RR,bat,normal,SRH,0,1,0,1,0
312,374,2012,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,field,normal,DD,0,0,0,0,2
313,375,2012,Pune,RPS,KKR,1,RPS,0,KKR,bat,normal,KKR,34,1,1,1,0
314,376,2012,Hyderabad,SRH,SRH,1,RCB,0,RCB,field,normal,SRH,9,0,1,0,1
315,377,2012,Jaipur,RR,RR,1,MI,0,RR,bat,normal,MI,0,1,0,1,1
316,378,2012,Pune,RPS,KKR,1,DD,0,KKR,bat,normal,KKR,18,1,1,1,2
317,379,2012,Bangalore,RCB,CSK,1,MI,0,MI,field,normal,CSK,38,0,1,0,2
318,380,2012,Chennai,CSK,CSK,1,DD,0,DD,field,normal,CSK,86,0,1,0,1
319,381,2012,Chennai,CSK,CSK,1,KKR,0,CSK,bat,normal,KKR,0,1,0,1,1
320,382,2013,Kolkata,KKR,DD,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
321,383,2013,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,RCB,2,0,1,0,1
322,384,2013,Hyderabad,SRH,SRH,1,RPS,0,RPS,field,normal,SRH,22,0,1,0,1
323,385,2013,Delhi,DD,RR,1,DD,0,RR,bat,normal,RR,5,1,1,1,0
324,386,2013,Chennai,CSK,MI,1,CSK,0,MI,bat,normal,MI,9,1,1,1,0
325,387,2013,Pune,RPS,RPS,1,KXIP,0,RPS,bat,normal,KXIP,0,1,0,1,1
326,388,2013,Hyderabad,SRH,RCB,1,SRH,0,RCB,bat,tie,SRH,0,1,0,1,0
327,389,2013,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,RR,19,0,1,0,1
328,390,2013,Mumbai,MI,MI,1,DD,0,MI,bat,normal,MI,44,1,1,1,1
329,391,2013,Chandigarh,KXIP,KXIP,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
330,392,2013,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
331,393,2013,Pune,RPS,RR,1,RPS,0,RR,bat,normal,RPS,0,1,0,1,0
332,394,2013,Delhi,DD,DD,1,SRH,0,DD,bat,normal,SRH,0,1,0,1,1
333,395,2013,Mumbai,MI,MI,1,RPS,0,MI,bat,normal,MI,41,1,1,1,1
334,396,2013,Chennai,CSK,RCB,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,0
335,397,2013,Kolkata,KKR,KKR,1,SRH,0,KKR,bat,normal,KKR,48,1,1,1,1
336,398,2013,Jaipur,RR,KXIP,1,RR,0,RR,field,normal,RR,0,0,0,0,0
337,399,2013,Chennai,CSK,RPS,1,CSK,0,RPS,bat,normal,RPS,24,1,1,1,0
338,400,2013,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,field,normal,KXIP,4,0,1,0,1
339,401,2013,Bangalore,RCB,DD,1,RCB,0,RCB,field,tie,RCB,0,0,0,0,0
340,402,2013,Pune,RPS,SRH,1,RPS,0,RPS,field,normal,SRH,11,0,1,0,0
341,403,2013,Jaipur,RR,RR,1,MI,0,RR,bat,normal,RR,87,1,1,1,1
342,404,2013,Delhi,DD,CSK,1,DD,0,CSK,bat,normal,CSK,86,1,1,1,0
343,405,2013,Hyderabad,SRH,KXIP,1,SRH,0,KXIP,bat,normal,SRH,0,1,0,1,0
344,406,2013,Kolkata,KKR,KKR,1,CSK,0,KKR,bat,normal,CSK,0,1,0,1,1
345,407,2013,Bangalore,RCB,RR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
346,408,2013,Delhi,DD,MI,1,DD,0,MI,bat,normal,DD,0,1,0,1,0
347,409,2013,Chandigarh,KXIP,RPS,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
348,410,2013,Chennai,CSK,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,0
349,411,2013,Bangalore,RCB,RCB,1,RPS,0,RPS,field,normal,RCB,130,0,1,0,1
350,412,2013,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,field,normal,KXIP,7,0,1,0,2
351,413,2013,Kolkata,KKR,KKR,1,MI,0,KKR,bat,normal,MI,0,1,0,1,1
352,414,2013,Chennai,CSK,SRH,1,CSK,0,SRH,bat,normal,CSK,0,1,0,1,0
353,415,2013,Kolkata,KKR,KXIP,1,KKR,0,KXIP,bat,normal,KKR,0,1,0,1,0
354,416,2013,Jaipur,RR,SRH,1,RR,0,SRH,bat,normal,RR,0,1,0,1,0
355,417,2013,Mumbai,MI,MI,1,RCB,0,MI,bat,normal,MI,58,1,1,1,1
356,418,2013,Chennai,CSK,CSK,1,KKR,0,KKR,field,normal,CSK,14,0,1,0,1
357,419,2013,Raipur,Raipur,DD,1,RPS,0,RPS,field,normal,DD,15,0,1,0,2
358,420,2013,Jaipur,RR,RCB,1,RR,0,RR,field,normal,RR,0,0,0,0,0
359,421,2013,Mumbai,MI,MI,1,KXIP,0,MI,bat,normal,MI,4,1,1,1,1
360,422,2013,Pune,RPS,CSK,1,RPS,0,CSK,bat,normal,CSK,37,1,1,1,0
361,423,2013,Hyderabad,SRH,MI,1,SRH,0,MI,bat,normal,SRH,0,1,0,1,0
362,424,2013,Raipur,Raipur,KKR,1,DD,0,KKR,bat,normal,DD,0,1,0,1,2
363,425,2013,Chennai,CSK,CSK,1,KXIP,0,CSK,bat,normal,CSK,15,1,1,1,1
364,426,2013,Pune,RPS,RCB,1,RPS,0,RCB,bat,normal,RCB,17,1,1,1,0
365,427,2013,Kolkata,KKR,RR,1,KKR,0,RR,bat,normal,KKR,0,1,0,1,0
366,428,2013,Hyderabad,SRH,DD,1,SRH,0,DD,bat,normal,SRH,0,1,0,1,0
367,429,2013,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
368,430,2013,Mumbai,MI,MI,1,CSK,0,MI,bat,normal,MI,60,1,1,1,1
369,431,2013,Jaipur,RR,RPS,1,RR,0,RPS,bat,normal,RR,0,1,0,1,0
370,432,2013,Bangalore,RCB,SRH,1,RCB,0,SRH,bat,normal,RCB,0,1,0,1,0
371,433,2013,Jaipur,RR,DD,1,RR,0,DD,bat,normal,RR,0,1,0,1,0
372,434,2013,Mumbai,MI,MI,1,KKR,0,MI,bat,normal,MI,65,1,1,1,1
373,435,2013,Hyderabad,SRH,CSK,1,SRH,0,SRH,field,normal,CSK,77,0,1,0,0
374,436,2013,Chandigarh,KXIP,KXIP,1,RR,0,RR,field,normal,RR,0,0,0,0,1
375,437,2013,Pune,RPS,KKR,1,RPS,0,KKR,bat,normal,KKR,46,1,1,1,0
376,438,2013,Delhi,DD,RCB,1,DD,0,DD,field,normal,RCB,4,0,1,0,0
377,439,2013,Pune,RPS,RPS,1,MI,0,RPS,bat,normal,MI,0,1,0,1,1
378,440,2013,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,field,normal,SRH,30,0,1,0,0
379,441,2013,Ranchi,Ranchi,RCB,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
380,442,2013,Jaipur,RR,CSK,1,RR,0,RR,field,normal,RR,0,0,0,0,0
381,443,2013,Delhi,DD,DD,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
382,444,2013,Mumbai,MI,SRH,1,MI,0,SRH,bat,normal,MI,0,1,0,1,0
383,445,2013,Ranchi,Ranchi,RPS,1,KKR,0,KKR,field,normal,RPS,7,0,1,0,2
384,446,2013,Chennai,CSK,CSK,1,DD,0,CSK,bat,normal,CSK,33,1,1,1,1
385,447,2013,Mumbai,MI,MI,1,RR,0,RR,field,normal,MI,14,0,1,0,1
386,448,2013,Chandigarh,KXIP,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
387,449,2013,Hyderabad,SRH,SRH,1,RR,0,SRH,bat,normal,SRH,23,1,1,1,1
388,450,2013,Dharamsala,Dharamsala,KXIP,1,MI,0,MI,field,normal,KXIP,50,0,1,0,2
389,451,2013,Pune,RPS,RPS,1,DD,0,RPS,bat,normal,RPS,38,1,1,1,1
390,452,2013,Bangalore,RCB,RCB,1,CSK,0,CSK,field,normal,RCB,24,0,1,0,1
391,453,2013,Hyderabad,SRH,KKR,1,SRH,0,KKR,bat,normal,SRH,0,1,0,1,0
392,454,2013,Delhi,DD,CSK,1,MI,0,CSK,bat,normal,CSK,48,1,1,1,2
393,455,2013,Delhi,DD,SRH,1,RR,0,SRH,bat,normal,RR,0,1,0,1,2
394,456,2013,Kolkata,KKR,RR,1,MI,0,RR,bat,normal,MI,0,1,0,1,2
395,457,2013,Kolkata,KKR,MI,1,CSK,0,MI,bat,normal,MI,23,1,1,1,2
396,458,2014,Abu Dhabi,Abu Dhabi,KKR,1,MI,0,KKR,bat,normal,KKR,41,1,1,1,2
397,459,2014,Sharjah,Sharjah,DD,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,2
398,460,2014,Abu Dhabi,Abu Dhabi,CSK,1,KXIP,0,CSK,bat,normal,KXIP,0,1,0,1,2
399,461,2014,Abu Dhabi,Abu Dhabi,SRH,1,RR,0,RR,field,normal,RR,0,0,0,0,2
400,462,2014,Dubai,Dubai,MI,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,2
401,463,2014,Dubai,Dubai,KKR,1,DD,0,KKR,bat,normal,DD,0,1,0,1,2
402,464,2014,Sharjah,Sharjah,RR,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
403,465,2014,Abu Dhabi,Abu Dhabi,CSK,1,DD,0,CSK,bat,normal,CSK,93,1,1,1,2
404,466,2014,Sharjah,Sharjah,KXIP,1,SRH,0,SRH,field,normal,KXIP,72,0,1,0,2
405,467,2014,Dubai,Dubai,CSK,1,RR,0,RR,field,normal,CSK,7,0,1,0,2
406,468,2014,Sharjah,Sharjah,KKR,1,RCB,0,RCB,field,normal,KKR,2,0,1,0,2
407,469,2014,Dubai,Dubai,SRH,1,DD,0,SRH,bat,normal,SRH,4,1,1,1,2
408,470,2014,Dubai,Dubai,MI,1,CSK,0,MI,bat,normal,CSK,0,1,0,1,2
409,471,2014,Abu Dhabi,Abu Dhabi,RCB,1,RR,0,RR,field,normal,RR,0,0,0,0,2
410,472,2014,Abu Dhabi,Abu Dhabi,KXIP,1,KKR,0,KKR,field,normal,KXIP,23,0,1,0,2
411,473,2014,Sharjah,Sharjah,MI,1,DD,0,MI,bat,normal,DD,0,1,0,1,2
412,474,2014,Sharjah,Sharjah,SRH,1,CSK,0,SRH,bat,normal,CSK,0,1,0,1,2
413,475,2014,Dubai,Dubai,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
414,476,2014,Abu Dhabi,Abu Dhabi,RR,1,KKR,0,RR,bat,tie,RR,0,1,1,1,2
415,477,2014,Dubai,Dubai,SRH,1,MI,0,MI,field,normal,SRH,15,0,1,0,2
416,478,2014,Ranchi,Ranchi,CSK,1,KKR,0,CSK,bat,normal,CSK,34,1,1,1,2
417,479,2014,Mumbai,MI,KXIP,1,MI,0,KXIP,bat,normal,MI,0,1,0,1,0
418,480,2014,Delhi,DD,DD,1,RR,0,RR,field,normal,RR,0,0,0,0,1
419,481,2014,Bangalore,RCB,SRH,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
420,482,2014,Ahmedabad,Ahmedabad,RR,1,KKR,0,KKR,field,normal,RR,10,0,1,0,2
421,483,2014,Delhi,DD,DD,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
422,484,2014,Mumbai,MI,MI,1,RCB,0,RCB,field,normal,MI,19,0,1,0,1
423,485,2014,Delhi,DD,DD,1,KKR,0,DD,bat,normal,KKR,0,1,0,1,1
424,486,2014,Cuttack,Cuttack,KXIP,1,CSK,0,CSK,field,normal,KXIP,44,0,1,0,2
425,487,2014,Ahmedabad,Ahmedabad,SRH,1,RR,0,RR,field,normal,SRH,32,0,1,0,2
426,488,2014,Bangalore,RCB,KXIP,1,RCB,0,RCB,field,normal,KXIP,32,0,1,0,0
427,489,2014,Delhi,DD,DD,1,SRH,0,SRH,field,normal,SRH,0,0,0,0,1
428,490,2014,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
429,491,2014,Cuttack,Cuttack,KXIP,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
430,492,2014,Bangalore,RCB,RCB,1,RR,0,RCB,bat,normal,RR,0,1,0,1,1
431,493,2014,Hyderabad,SRH,SRH,1,MI,0,SRH,bat,normal,MI,0,1,0,1,1
432,494,2014,Ranchi,Ranchi,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,2
433,495,2014,Bangalore,RCB,RCB,1,DD,0,DD,field,normal,RCB,16,0,1,0,1
434,496,2014,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
435,497,2014,Cuttack,Cuttack,MI,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
436,498,2014,Ahmedabad,Ahmedabad,RR,1,DD,0,DD,field,normal,RR,62,0,1,0,2
437,499,2014,Ranchi,Ranchi,CSK,1,RCB,0,CSK,bat,normal,RCB,0,1,0,1,2
438,500,2014,Hyderabad,SRH,SRH,1,KKR,0,SRH,bat,normal,KKR,0,1,0,1,1
439,501,2014,Ahmedabad,Ahmedabad,MI,1,RR,0,MI,bat,normal,MI,25,1,1,1,2
440,502,2014,Delhi,DD,DD,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
441,503,2014,Hyderabad,SRH,RCB,1,SRH,0,RCB,bat,normal,SRH,0,1,0,1,0
442,504,2014,Kolkata,KKR,CSK,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
443,505,2014,Chandigarh,KXIP,KXIP,1,MI,0,MI,field,normal,MI,0,0,0,0,1
444,506,2014,Kolkata,KKR,KKR,1,RCB,0,RCB,field,normal,KKR,30,0,1,0,1
445,507,2014,Ranchi,Ranchi,CSK,1,SRH,0,SRH,field,normal,SRH,0,0,0,0,2
446,508,2014,Mumbai,MI,MI,1,DD,0,DD,field,normal,MI,15,0,1,0,1
447,509,2014,Chandigarh,KXIP,KXIP,1,RR,0,RR,field,normal,KXIP,16,0,1,0,1
448,510,2014,Bangalore,RCB,RCB,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
449,511,2014,Kolkata,KKR,SRH,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
450,512,2014,Chandigarh,KXIP,DD,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
451,513,2014,Mumbai,MI,RR,1,MI,0,MI,field,normal,MI,0,0,0,0,0
452,514,2014,Kolkata,KKR,KKR,1,KXIP,0,KXIP,field,normal,KKR,28,0,1,0,1
453,515,2014,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
454,516,2014,Mumbai,MI,KXIP,1,CSK,0,CSK,field,normal,KXIP,24,0,1,0,2
455,517,2014,Bangalore,RCB,KXIP,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
456,518,2015,Kolkata,KKR,MI,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
457,519,2015,Chennai,CSK,CSK,1,DD,0,DD,field,normal,CSK,1,0,1,0,1
458,520,2015,Pune,RPS,RR,1,KXIP,0,KXIP,field,normal,RR,26,0,1,0,2
459,521,2015,Chennai,CSK,CSK,1,SRH,0,CSK,bat,normal,CSK,45,1,1,1,1
460,522,2015,Kolkata,KKR,KKR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
461,523,2015,Delhi,DD,DD,1,RR,0,RR,field,normal,RR,0,0,0,0,1
462,524,2015,Mumbai,MI,KXIP,1,MI,0,MI,field,normal,KXIP,18,0,1,0,0
463,525,2015,Bangalore,RCB,RCB,1,SRH,0,SRH,field,normal,SRH,0,0,0,0,1
464,526,2015,Ahmedabad,Ahmedabad,MI,1,RR,0,MI,bat,normal,RR,0,1,0,1,2
465,527,2015,Kolkata,KKR,CSK,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
466,528,2015,Pune,RPS,KXIP,1,DD,0,KXIP,bat,normal,DD,0,1,0,1,2
467,529,2015,Visakhapatnam,Visakhapatnam,SRH,1,RR,0,RR,field,normal,RR,0,0,0,0,2
468,530,2015,Mumbai,MI,MI,1,CSK,0,MI,bat,normal,CSK,0,1,0,1,1
469,531,2015,Visakhapatnam,Visakhapatnam,DD,1,SRH,0,DD,bat,normal,DD,4,1,1,1,2
470,532,2015,Pune,RPS,KXIP,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
471,533,2015,Ahmedabad,Ahmedabad,CSK,1,RR,0,CSK,bat,normal,RR,0,1,0,1,2
472,534,2015,Bangalore,RCB,MI,1,RCB,0,RCB,field,normal,MI,18,0,1,0,0
473,535,2015,Delhi,DD,DD,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,1
474,536,2015,Ahmedabad,Ahmedabad,RR,1,KXIP,0,KXIP,field,tie,KXIP,0,0,0,0,2
475,537,2015,Visakhapatnam,Visakhapatnam,SRH,1,KKR,0,KKR,field,normal,SRH,16,0,1,0,2
476,538,2015,Bangalore,RCB,CSK,1,RCB,0,RCB,field,normal,CSK,27,0,1,0,0
477,539,2015,Delhi,DD,DD,1,MI,0,MI,field,normal,DD,37,0,1,0,1
478,540,2015,Ahmedabad,Ahmedabad,RR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,2
479,541,2015,Mumbai,MI,MI,1,SRH,0,MI,bat,normal,MI,20,1,1,1,1
480,542,2015,Chennai,CSK,CSK,1,KXIP,0,CSK,bat,normal,CSK,97,1,1,1,1
481,543,2015,Delhi,DD,DD,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
482,544,2015,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,field,normal,SRH,20,0,1,0,0
483,545,2015,Kolkata,KKR,KKR,1,DD,0,KKR,bat,normal,KKR,13,1,1,1,1
484,547,2015,Chennai,CSK,CSK,1,KKR,0,KKR,field,normal,CSK,2,0,1,0,1
485,549,2015,Mumbai,MI,MI,1,RR,0,RR,field,normal,MI,8,0,1,0,1
486,550,2015,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
487,551,2015,Hyderabad,SRH,SRH,1,CSK,0,CSK,field,normal,SRH,22,0,1,0,1
488,552,2015,Chandigarh,KXIP,MI,1,KXIP,0,MI,bat,normal,MI,23,1,1,1,0
489,553,2015,Mumbai,MI,RR,1,DD,0,DD,field,normal,RR,14,0,1,0,2
490,554,2015,Chennai,CSK,CSK,1,RCB,0,CSK,bat,normal,CSK,24,1,1,1,1
491,555,2015,Kolkata,KKR,KKR,1,SRH,0,SRH,field,normal,KKR,35,0,1,0,1
492,556,2015,Mumbai,MI,DD,1,MI,0,DD,bat,normal,MI,0,1,0,1,0
493,557,2015,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,RCB,138,0,1,0,1
494,558,2015,Mumbai,MI,SRH,1,RR,0,RR,field,normal,SRH,7,0,1,0,2
495,559,2015,Chennai,CSK,CSK,1,MI,0,CSK,bat,normal,MI,0,1,0,1,1
