ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL
248,2011,Chennai,CSK,CSK,1,RCB,0,CSK,bat,normal,CSK,21,1,1,1,1
249,2011,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
250,2011,Mumbai,MI,RPS,1,DD,0,DD,field,normal,DD,0,0,0,0,2
251,2011,Kolkata,KKR,RR,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
252,2011,Kochi,Kochi,CSK,1,KTK,0,KTK,field,normal,KTK,0,0,0,0,2
253,2011,Delhi,DD,SRH,1,DD,0,SRH,bat,normal,SRH,16,1,1,1,0
254,2011,Mumbai,MI,RPS,1,MI,0,RPS,bat,normal,MI,0,1,0,1,0
255,2011,Kolkata,KKR,KTK,1,KKR,0,KKR,field,normal,KTK,6,0,1,0,0
256,2011,Chandigarh,KXIP,KXIP,1,RR,0,RR,field,normal,KXIP,48,0,1,0,1
257,2011,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,MI,8,0,1,0,1
258,2011,Kolkata,KKR,KKR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
259,2011,Delhi,DD,DD,1,KXIP,0,KXIP,field,normal,DD,29,0,1,0,1
260,2011,Hyderabad,SRH,MI,1,SRH,0,SRH,field,normal,MI,37,0,1,0,0
261,2011,Jaipur,RR,KTK,1,RR,0,RR,field,normal,RR,0,0,0,0,0
262,2011,Chennai,CSK,CSK,1,RPS,0,RPS,field,normal,CSK,25,0,1,0,1
263,2011,Delhi,DD,DD,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
264,2011,Mumbai,MI,RPS,1,CSK,0,RPS,bat,normal,CSK,0,1,0,1,2
265,2011,Kochi,Kochi,SRH,1,KTK,0,KTK,field,normal,SRH,55,0,1,0,2
266,2011,Delhi,DD,KKR,1,DD,0,DD,field,normal,KKR,17,0,1,0,0
267,2011,Jaipur,RR,MI,1,RR,0,RR,field,normal,RR,0,0,0,0,0
268,2011,Bangalore,RCB,RCB,1,RPS,0,RPS,field,normal,RCB,26,0,1,0,1
269,2011,Kochi,Kochi,DD,1,KTK,0,DD,bat,normal,DD,38,1,1,1,2
270,2011,Kolkata,KKR,KXIP,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
271,2011,Jaipur,RR,RPS,1,RR,0,RR,field,normal,RR,0,0,0,0,0
272,2011,Chennai,CSK,CSK,1,SRH,0,CSK,bat,normal,CSK,19,1,1,1,1
273,2011,Mumbai,MI,MI,1,KXIP,0,KXIP,field,normal,MI,23,0,1,0,1
274,2011,Delhi,DD,DD,1,KTK,0,KTK,field,normal,KTK,0,0,0,0,1
275,2011,Hyderabad,SRH,KKR,1,SRH,0,SRH,field,normal,KKR,20,0,1,0,0
276,2011,Chennai,CSK,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,0
277,2011,Mumbai,MI,MI,1,RPS,0,RPS,field,normal,MI,21,0,1,0,1
278,2011,Kochi,Kochi,KTK,1,KKR,0,KKR,field,normal,KTK,17,0,1,0,2
279,2011,Hyderabad,SRH,SRH,1,DD,0,DD,field,normal,DD,0,0,0,0,1
280,2011,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,RCB,85,0,1,0,1
281,2011,Kolkata,KKR,CSK,1,KKR,0,CSK,bat,normal,KKR,10,1,0,1,0
282,2011,Mumbai,MI,MI,1,DD,0,DD,field,normal,MI,32,0,1,0,1
283,2011,Bangalore,RCB,KTK,1,RCB,0,KTK,bat,normal,RCB,0,1,0,1,0
284,2011,Chandigarh,KXIP,KXIP,1,RPS,0,KXIP,bat,normal,RPS,0,1,0,1,1
285,2011,Jaipur,RR,CSK,1,RR,0,RR,field,normal,CSK,63,0,1,0,0
286,2011,Hyderabad,SRH,SRH,1,RPS,0,SRH,bat,normal,RPS,0,1,0,1,1
287,2011,Chandigarh,KXIP,KXIP,1,MI,0,MI,field,normal,KXIP,76,0,1,0,1
288,2011,Jaipur,RR,RR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
289,2011,Chennai,CSK,CSK,1,DD,0,CSK,bat,normal,CSK,18,1,1,1,1
290,2011,Indore,Indore,KTK,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
291,2011,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
292,2011,Mumbai,MI,SRH,1,MI,0,SRH,bat,normal,SRH,10,1,1,1,0
293,2011,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,field,normal,KXIP,29,0,1,0,2
294,2011,Indore,Indore,RR,1,KTK,0,KTK,field,normal,KTK,0,0,0,0,2
295,2011,Mumbai,MI,RPS,1,SRH,0,SRH,field,normal,SRH,0,0,0,0,2
296,2011,Dharamsala,Dharamsala,KXIP,1,RCB,0,KXIP,bat,normal,KXIP,111,1,1,1,2
297,2011,Chennai,CSK,CSK,1,KTK,0,CSK,bat,normal,CSK,11,1,1,1,1
298,2011,Mumbai,MI,RPS,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
299,2011,Mumbai,MI,MI,1,RR,0,MI,bat,normal,RR,0,1,0,1,1
300,2011,Dharamsala,Dharamsala,SRH,1,KXIP,0,KXIP,field,normal,SRH,82,0,1,0,2
302,2011,Bangalore,RCB,CSK,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
303,2011,Kolkata,KKR,KKR,1,MI,0,MI,field,normal,MI,0,0,0,0,1
304,2011,Mumbai,MI,RCB,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,2
305,2011,Mumbai,MI,KKR,1,MI,0,MI,field,normal,MI,0,0,0,0,0
306,2011,Chennai,CSK,RCB,1,MI,0,MI,field,normal,RCB,43,0,1,0,2
307,2011,Chennai,CSK,CSK,1,RCB,0,CSK,bat,normal,CSK,58,1,1,1,1
308,2012,Chennai,CSK,CSK,1,MI,0,MI,field,normal,MI,0,0,0,0,1
309,2012,Kolkata,KKR,KKR,1,DD,0,DD,field,normal,DD,0,0,0,0,1
310,2012,Mumbai,MI,RPS,1,MI,0,MI,field,normal,RPS,28,0,1,0,0
311,2012,Jaipur,RR,RR,1,KXIP,0,KXIP,field,normal,RR,31,0,1,0,1
312,2012,Bangalore,RCB,RCB,1,DD,0,DD,field,normal,RCB,20,0,1,0,1
313,2012,Visakhapatnam,Visakhapatnam,CSK,1,SRH,0,SRH,field,normal,CSK,74,0,1,0,2
314,2012,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,RR,22,0,1,0,1
315,2012,Pune,RPS,RPS,1,KXIP,0,RPS,bat,normal,RPS,22,1,1,1,1
316,2012,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,SRH,bat,normal,MI,0,1,0,1,2
317,2012,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,KKR,42,0,1,0,0
318,2012,Delhi,DD,CSK,1,DD,0,DD,field,normal,DD,0,0,0,0,0
319,2012,Mumbai,MI,MI,1,RR,0,RR,field,normal,MI,27,0,1,0,1
320,2012,Chennai,CSK,RCB,1,CSK,0,RCB,bat,normal,CSK,0,1,0,1,0
321,2012,Chandigarh,KXIP,RPS,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
322,2012,Kolkata,KKR,RR,1,KKR,0,RR,bat,normal,KKR,0,1,0,1,0
323,2012,Delhi,DD,SRH,1,DD,0,SRH,bat,normal,DD,0,1,0,1,0
324,2012,Pune,RPS,CSK,1,RPS,0,CSK,bat,normal,RPS,0,1,0,1,0
325,2012,Kolkata,KKR,KXIP,1,KKR,0,KKR,field,normal,KXIP,2,0,1,0,0
326,2012,Bangalore,RCB,RR,1,RCB,0,RR,bat,normal,RR,59,1,1,1,0
327,2012,Mumbai,MI,MI,1,DD,0,DD,field,normal,DD,0,0,0,0,1
328,2012,Jaipur,RR,SRH,1,RR,0,SRH,bat,normal,RR,0,1,0,1,0
329,2012,Bangalore,RCB,RPS,1,RCB,0,RPS,bat,normal,RCB,0,1,0,1,0
330,2012,Chandigarh,KXIP,KXIP,1,KKR,0,KXIP,bat,normal,KKR,0,1,0,1,1
331,2012,Hyderabad,SRH,SRH,1,DD,0,SRH,bat,normal,DD,0,1,0,1,1
332,2012,Chennai,CSK,CSK,1,RPS,0,RPS,field,normal,CSK,13,0,1,0,1
333,2012,Chandigarh,KXIP,KXIP,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
334,2012,Chennai,CSK,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,0
335,2012,Delhi,DD,RPS,1,DD,0,DD,field,normal,RPS,20,0,1,0,0
336,2012,Mumbai,MI,MI,1,KXIP,0,MI,bat,normal,KXIP,0,1,0,1,1
337,2012,Cuttack,Cuttack,SRH,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
338,2012,Jaipur,RR,RCB,1,RR,0,RR,field,normal,RCB,46,0,1,0,0
339,2012,Pune,RPS,RPS,1,DD,0,RPS,bat,normal,DD,0,1,0,1,1
340,2012,Chandigarh,KXIP,KXIP,1,MI,0,KXIP,bat,normal,MI,0,1,0,1,1
341,2012,Pune,RPS,SRH,1,RPS,0,SRH,bat,normal,SRH,18,1,1,1,0
342,2012,Delhi,DD,DD,1,MI,0,MI,field,normal,DD,37,0,1,0,1
343,2012,Chennai,CSK,KXIP,1,CSK,0,KXIP,bat,normal,KXIP,7,1,1,1,0
344,2012,Kolkata,KKR,KKR,1,RCB,0,KKR,bat,normal,KKR,47,1,1,1,1
345,2012,Delhi,DD,DD,1,RR,0,DD,bat,normal,DD,1,1,1,1,1
346,2012,Mumbai,MI,SRH,1,MI,0,MI,field,normal,MI,0,0,0,0,0
347,2012,Chennai,CSK,CSK,1,KKR,0,CSK,bat,normal,KKR,0,1,0,1,1
348,2012,Cuttack,Cuttack,SRH,1,RPS,0,SRH,bat,normal,SRH,13,1,1,1,2
349,2012,Jaipur,RR,RR,1,DD,0,RR,bat,normal,DD,0,1,0,1,1
350,2012,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
351,2012,Pune,RPS,MI,1,RPS,0,MI,bat,normal,MI,1,1,1,1,0
352,2012,Chennai,CSK,CSK,1,SRH,0,CSK,bat,normal,CSK,10,1,1,1,1
353,2012,Kolkata,KKR,KKR,1,RPS,0,KKR,bat,normal,KKR,7,1,1,1,1
354,2012,Chandigarh,KXIP,RR,1,KXIP,0,RR,bat,normal,RR,43,1,1,1,0
355,2012,Mumbai,MI,CSK,1,MI,0,MI,field,normal,MI,0,0,0,0,0
356,2012,Bangalore,RCB,SRH,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
357,2012,Delhi,DD,DD,1,KKR,0,DD,bat,normal,KKR,0,1,0,1,1
358,2012,Pune,RPS,RPS,1,RR,0,RPS,bat,normal,RR,0,1,0,1,1
359,2012,Hyderabad,SRH,KXIP,1,SRH,0,SRH,field,normal,KXIP,25,0,1,0,0
360,2012,Mumbai,MI,MI,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,1
361,2012,Jaipur,RR,RR,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
362,2012,Pune,RPS,RCB,1,RPS,0,RPS,field,normal,RCB,35,0,1,0,0
363,2012,Kolkata,KKR,MI,1,KKR,0,MI,bat,normal,MI,27,1,1,1,0
364,2012,Chennai,CSK,DD,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,0
365,2012,Jaipur,RR,RR,1,RPS,0,RR,bat,normal,RR,45,1,1,1,1
366,2012,Chandigarh,KXIP,SRH,1,KXIP,0,SRH,bat,normal,KXIP,0,1,0,1,0
367,2012,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,MI,0,0,0,0,1
368,2012,Kolkata,KKR,KKR,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
369,2012,Delhi,DD,KXIP,1,DD,0,KXIP,bat,normal,DD,0,1,0,1,0
370,2012,Mumbai,MI,KKR,1,MI,0,MI,field,normal,KKR,32,0,1,0,0
371,2012,Dharamsala,Dharamsala,CSK,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
372,2012,Delhi,DD,RCB,1,DD,0,DD,field,normal,RCB,21,0,1,0,0
373,2012,Hyderabad,SRH,RR,1,SRH,0,RR,bat,normal,SRH,0,1,0,1,0
374,2012,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,field,normal,DD,0,0,0,0,2
375,2012,Pune,RPS,KKR,1,RPS,0,KKR,bat,normal,KKR,34,1,1,1,0
376,2012,Hyderabad,SRH,SRH,1,RCB,0,RCB,field,normal,SRH,9,0,1,0,1
377,2012,Jaipur,RR,RR,1,MI,0,RR,bat,normal,MI,0,1,0,1,1
378,2012,Pune,RPS,KKR,1,DD,0,KKR,bat,normal,KKR,18,1,1,1,2
379,2012,Bangalore,RCB,CSK,1,MI,0,MI,field,normal,CSK,38,0,1,0,2
380,2012,Chennai,CSK,CSK,1,DD,0,DD,field,normal,CSK,86,0,1,0,1
381,2012,Chennai,CSK,CSK,1,KKR,0,CSK,bat,normal,KKR,0,1,0,1,1
382,2013,Kolkata,KKR,DD,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,0
383,2013,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,RCB,2,0,1,0,1
384,2013,Hyderabad,SRH,SRH,1,RPS,0,RPS,field,normal,SRH,22,0,1,0,1
385,2013,Delhi,DD,RR,1,DD,0,RR,bat,normal,RR,5,1,1,1,0
386,2013,Chennai,CSK,MI,1,CSK,0,MI,bat,normal,MI,9,1,1,1,0
387,2013,Pune,RPS,RPS,1,KXIP,0,RPS,bat,normal,KXIP,0,1,0,1,1
388,2013,Hyderabad,SRH,RCB,1,SRH,0,RCB,bat,tie,SRH,0,1,0,1,0
389,2013,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,RR,19,0,1,0,1
390,2013,Mumbai,MI,MI,1,DD,0,MI,bat,normal,MI,44,1,1,1,1
391,2013,Chandigarh,KXIP,KXIP,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
392,2013,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
393,2013,Pune,RPS,RR,1,RPS,0,RR,bat,normal,RPS,0,1,0,1,0
394,2013,Delhi,DD,DD,1,SRH,0,DD,bat,normal,SRH,0,1,0,1,1
395,2013,Mumbai,MI,MI,1,RPS,0,MI,bat,normal,MI,41,1,1,1,1
396,2013,Chennai,CSK,RCB,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,0
397,2013,Kolkata,KKR,KKR,1,SRH,0,KKR,bat,normal,KKR,48,1,1,1,1
398,2013,Jaipur,RR,KXIP,1,RR,0,RR,field,normal,RR,0,0,0,0,0
399,2013,Chennai,CSK,RPS,1,CSK,0,RPS,bat,normal,RPS,24,1,1,1,0
400,2013,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,field,normal,KXIP,4,0,1,0,1
401,2013,Bangalore,RCB,DD,1,RCB,0,RCB,field,tie,RCB,0,0,0,0,0
402,2013,Pune,RPS,SRH,1,RPS,0,RPS,field,normal,SRH,11,0,1,0,0
403,2013,Jaipur,RR,RR,1,MI,0,RR,bat,normal,RR,87,1,1,1,1
404,2013,Delhi,DD,CSK,1,DD,0,CSK,bat,normal,CSK,86,1,1,1,0
405,2013,Hyderabad,SRH,KXIP,1,SRH,0,KXIP,bat,normal,SRH,0,1,0,1,0
406,2013,Kolkata,KKR,KKR,1,CSK,0,KKR,bat,normal,CSK,0,1,0,1,1
407,2013,Bangalore,RCB,RR,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
408,2013,Delhi,DD,MI,1,DD,0,MI,bat,normal,DD,0,1,0,1,0
409,2013,Chandigarh,KXIP,RPS,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
410,2013,Chennai,CSK,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,0
411,2013,Bangalore,RCB,RCB,1,RPS,0,RPS,field,normal,RCB,130,0,1,0,1
412,2013,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,field,normal,KXIP,7,0,1,0,2
413,2013,Kolkata,KKR,KKR,1,MI,0,KKR,bat,normal,MI,0,1,0,1,1
414,2013,Chennai,CSK,SRH,1,CSK,0,SRH,bat,normal,CSK,0,1,0,1,0
415,2013,Kolkata,KKR,KXIP,1,KKR,0,KXIP,bat,normal,KKR,0,1,0,1,0
416,2013,Jaipur,RR,SRH,1,RR,0,SRH,bat,normal,RR,0,1,0,1,0
417,2013,Mumbai,MI,MI,1,RCB,0,MI,bat,normal,MI,58,1,1,1,1
418,2013,Chennai,CSK,CSK,1,KKR,0,KKR,field,normal,CSK,14,0,1,0,1
419,2013,Raipur,Raipur,DD,1,RPS,0,RPS,field,normal,DD,15,0,1,0,2
420,2013,Jaipur,RR,RCB,1,RR,0,RR,field,normal,RR,0,0,0,0,0
421,2013,Mumbai,MI,MI,1,KXIP,0,MI,bat,normal,MI,4,1,1,1,1
422,2013,Pune,RPS,CSK,1,RPS,0,CSK,bat,normal,CSK,37,1,1,1,0
423,2013,Hyderabad,SRH,MI,1,SRH,0,MI,bat,normal,SRH,0,1,0,1,0
424,2013,Raipur,Raipur,KKR,1,DD,0,KKR,bat,normal,DD,0,1,0,1,2
425,2013,Chennai,CSK,CSK,1,KXIP,0,CSK,bat,normal,CSK,15,1,1,1,1
426,2013,Pune,RPS,RCB,1,RPS,0,RCB,bat,normal,RCB,17,1,1,1,0
427,2013,Kolkata,KKR,RR,1,KKR,0,RR,bat,normal,KKR,0,1,0,1,0
428,2013,Hyderabad,SRH,DD,1,SRH,0,DD,bat,normal,SRH,0,1,0,1,0
429,2013,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
430,2013,Mumbai,MI,MI,1,CSK,0,MI,bat,normal,MI,60,1,1,1,1
431,2013,Jaipur,RR,RPS,1,RR,0,RPS,bat,normal,RR,0,1,0,1,0
432,2013,Bangalore,RCB,SRH,1,RCB,0,SRH,bat,normal,RCB,0,1,0,1,0
433,2013,Jaipur,RR,DD,1,RR,0,DD,bat,normal,RR,0,1,0,1,0
434,2013,Mumbai,MI,MI,1,KKR,0,MI,bat,normal,MI,65,1,1,1,1
435,2013,Hyderabad,SRH,CSK,1,SRH,0,SRH,field,normal,CSK,77,0,1,0,0
436,2013,Chandigarh,KXIP,KXIP,1,RR,0,RR,field,normal,RR,0,0,0,0,1
437,2013,Pune,RPS,KKR,1,RPS,0,KKR,bat,normal,KKR,46,1,1,1,0
438,2013,Delhi,DD,RCB,1,DD,0,DD,field,normal,RCB,4,0,1,0,0
439,2013,Pune,RPS,RPS,1,MI,0,RPS,bat,normal,MI,0,1,0,1,1
440,2013,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,field,normal,SRH,30,0,1,0,0
441,2013,Ranchi,Ranchi,RCB,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
442,2013,Jaipur,RR,CSK,1,RR,0,RR,field,normal,RR,0,0,0,0,0
443,2013,Delhi,DD,DD,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
444,2013,Mumbai,MI,SRH,1,MI,0,SRH,bat,normal,MI,0,1,0,1,0
445,2013,Ranchi,Ranchi,RPS,1,KKR,0,KKR,field,normal,RPS,7,0,1,0,2
446,2013,Chennai,CSK,CSK,1,DD,0,CSK,bat,normal,CSK,33,1,1,1,1
447,2013,Mumbai,MI,MI,1,RR,0,RR,field,normal,MI,14,0,1,0,1
448,2013,Chandigarh,KXIP,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,0
449,2013,Hyderabad,SRH,SRH,1,RR,0,SRH,bat,normal,SRH,23,1,1,1,1
450,2013,Dharamsala,Dharamsala,KXIP,1,MI,0,MI,field,normal,KXIP,50,0,1,0,2
451,2013,Pune,RPS,RPS,1,DD,0,RPS,bat,normal,RPS,38,1,1,1,1
452,2013,Bangalore,RCB,RCB,1,CSK,0,CSK,field,normal,RCB,24,0,1,0,1
453,2013,Hyderabad,SRH,KKR,1,SRH,0,KKR,bat,normal,SRH,0,1,0,1,0
454,2013,Delhi,DD,CSK,1,MI,0,CSK,bat,normal,CSK,48,1,1,1,2
455,2013,Delhi,DD,SRH,1,RR,0,SRH,bat,normal,RR,0,1,0,1,2
456,2013,Kolkata,KKR,RR,1,MI,0,RR,bat,normal,MI,0,1,0,1,2
457,2013,Kolkata,KKR,MI,1,CSK,0,MI,bat,normal,MI,23,1,1,1,2
458,2014,Abu Dhabi,Abu Dhabi,KKR,1,MI,0,KKR,bat,normal,KKR,41,1,1,1,2
459,2014,Sharjah,Sharjah,DD,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,2
460,2014,Abu Dhabi,Abu Dhabi,CSK,1,KXIP,0,CSK,bat,normal,KXIP,0,1,0,1,2
461,2014,Abu Dhabi,Abu Dhabi,SRH,1,RR,0,RR,field,normal,RR,0,0,0,0,2
462,2014,Dubai,Dubai,MI,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,2
463,2014,Dubai,Dubai,KKR,1,DD,0,KKR,bat,normal,DD,0,1,0,1,2
464,2014,Sharjah,Sharjah,RR,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
465,2014,Abu Dhabi,Abu Dhabi,CSK,1,DD,0,CSK,bat,normal,CSK,93,1,1,1,2
466,2014,Sharjah,Sharjah,KXIP,1,SRH,0,SRH,field,normal,KXIP,72,0,1,0,2
467,2014,Dubai,Dubai,CSK,1,RR,0,RR,field,normal,CSK,7,0,1,0,2
468,2014,Sharjah,Sharjah,KKR,1,RCB,0,RCB,field,normal,KKR,2,0,1,0,2
469,2014,Dubai,Dubai,SRH,1,DD,0,SRH,bat,normal,SRH,4,1,1,1,2
470,2014,Dubai,Dubai,MI,1,CSK,0,MI,bat,normal,CSK,0,1,0,1,2
471,2014,Abu Dhabi,Abu Dhabi,RCB,1,RR,0,RR,field,normal,RR,0,0,0,0,2
472,2014,Abu Dhabi,Abu Dhabi,KXIP,1,KKR,0,KKR,field,normal,KXIP,23,0,1,0,2
473,2014,Sharjah,Sharjah,MI,1,DD,0,MI,bat,normal,DD,0,1,0,1,2
474,2014,Sharjah,Sharjah,SRH,1,CSK,0,SRH,bat,normal,CSK,0,1,0,1,2
475,2014,Dubai,Dubai,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,2
476,2014,Abu Dhabi,Abu Dhabi,RR,1,KKR,0,RR,bat,tie,RR,0,1,1,1,2
477,2014,Dubai,Dubai,SRH,1,MI,0,MI,field,normal,SRH,15,0,1,0,2
478,2014,Ranchi,Ranchi,CSK,1,KKR,0,CSK,bat,normal,CSK,34,1,1,1,2
479,2014,Mumbai,MI,KXIP,1,MI,0,KXIP,bat,normal,MI,0,1,0,1,0
480,2014,Delhi,DD,DD,1,RR,0,RR,field,normal,RR,0,0,0,0,1
481,2014,Bangalore,RCB,SRH,1,RCB,0,RCB,field,normal,RCB,0,0,0,0,0
482,2014,Ahmedabad,Ahmedabad,RR,1,KKR,0,KKR,field,normal,RR,10,0,1,0,2
483,2014,Delhi,DD,DD,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
484,2014,Mumbai,MI,MI,1,RCB,0,RCB,field,normal,MI,19,0,1,0,1
485,2014,Delhi,DD,DD,1,KKR,0,DD,bat,normal,KKR,0,1,0,1,1
486,2014,Cuttack,Cuttack,KXIP,1,CSK,0,CSK,field,normal,KXIP,44,0,1,0,2
487,2014,Ahmedabad,Ahmedabad,SRH,1,RR,0,RR,field,normal,SRH,32,0,1,0,2
488,2014,Bangalore,RCB,KXIP,1,RCB,0,RCB,field,normal,KXIP,32,0,1,0,0
489,2014,Delhi,DD,DD,1,SRH,0,SRH,field,normal,SRH,0,0,0,0,1
490,2014,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,CSK,0,0,0,0,1
491,2014,Cuttack,Cuttack,KXIP,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
492,2014,Bangalore,RCB,RCB,1,RR,0,RCB,bat,normal,RR,0,1,0,1,1
493,2014,Hyderabad,SRH,SRH,1,MI,0,SRH,bat,normal,MI,0,1,0,1,1
494,2014,Ranchi,Ranchi,RR,1,CSK,0,RR,bat,normal,CSK,0,1,0,1,2
495,2014,Bangalore,RCB,RCB,1,DD,0,DD,field,normal,RCB,16,0,1,0,1
496,2014,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
497,2014,Cuttack,Cuttack,MI,1,KKR,0,KKR,field,normal,KKR,0,0,0,0,2
498,2014,Ahmedabad,Ahmedabad,RR,1,DD,0,DD,field,normal,RR,62,0,1,0,2
499,2014,Ranchi,Ranchi,CSK,1,RCB,0,CSK,bat,normal,RCB,0,1,0,1,2
500,2014,Hyderabad,SRH,SRH,1,KKR,0,SRH,bat,normal,KKR,0,1,0,1,1
501,2014,Ahmedabad,Ahmedabad,MI,1,RR,0,MI,bat,normal,MI,25,1,1,1,2
502,2014,Delhi,DD,DD,1,KXIP,0,KXIP,field,normal,KXIP,0,0,0,0,1
