Year,Team,,Player,Strength,Team
2015,SRH,1934,B Kumar,172.33333333333334,SRH
2015,SRH,1930,MC Henriques,70.11111111111111,SRH
2015,SRH,1932,Bipul Sharma,70.0,SRH
2015,SRH,1928,DA Warner,56.357142857142854,SRH
2015,SRH,1942,P Kumar,45.75,SRH
2015,SRH,1938,KV Sharma,44.55555555555556,SRH
2015,SRH,1933,RS Bopara,40.875,SRH
2015,SRH,1941,DW Steyn,37.333333333333336,SRH
2015,SRH,1936,S Dhawan,34.42857142857143,SRH
2015,SRH,1937,A Ashish Reddy,33.8,SRH
2015,SRH,1939,EJG Morgan,29.77777777777778,SRH
2016,DD,455,A Mishra,174.5,DD
2016,DD,465,Imran Tahir,131.0,DD
2016,DD,459,Z Khan,126.5,DD
2016,DD,451,CH Morris,89.85714285714286,DD
2016,DD,468,Mohammed Shami,53.5,DD
2016,DD,462,CR Brathwaite,50.666666666666664,DD
2016,DD,454,Q de Kock,46.38461538461539,DD
2016,DD,464,S Nadeem,45.0,DD
2016,DD,457,NM Coulter-Nile,40.5,DD
2016,DD,456,KK Nair,38.083333333333336,DD
2016,DD,452,JP Duminy,35.5,DD
2016,GL,544,PV Tambe,135.0,GL
2016,GL,531,DS Kulkarni,107.2,GL
2016,GL,542,SB Jakati,77.0,GL
2016,GL,538,S Kaushik,68.0,GL
2016,GL,532,DR Smith,56.416666666666664,GL
2016,GL,541,DJ Bravo,45.46153846153846,GL
2016,GL,530,AJ Finch,43.333333333333336,GL
2016,GL,535,P Kumar,40.285714285714285,GL
2016,GL,534,SK Raina,35.86666666666667,GL
2016,GL,536,KD Karthik,35.0,GL
2016,GL,533,RA Jadeja,29.533333333333335,GL
2016,KKR,749,GB Hogg,126.0,KKR
2016,KKR,747,M Morkel,125.5,KKR
2016,KKR,748,UT Yadav,125.5,KKR
2016,KKR,741,PP Chawla,110.0,KKR
2016,KKR,738,AD Russell,78.375,KKR
2016,KKR,737,SP Narine,70.5,KKR
2016,KKR,743,Shakib Al Hasan,42.285714285714285,KKR
2016,KKR,734,G Gambhir,40.86666666666667,KKR
2016,KKR,740,RV Uthappa,40.333333333333336,KKR
2016,KKR,733,YK Pathan,38.53846153846154,KKR
2016,KKR,736,MK Pandey,32.09090909090909,KKR
2016,KXIP,995,Sandeep Sharma,101.75,KXIP
2016,KXIP,992,MP Stoinis,76.2,KXIP
2016,KXIP,1005,MM Sharma,64.33333333333333,KXIP
2016,KXIP,1003,P Sahu,48.5,KXIP
2016,KXIP,1007,KC Cariappa,48.0,KXIP
2016,KXIP,1002,AR Patel,47.6,KXIP
2016,KXIP,994,M Vijay,41.357142857142854,KXIP
2016,KXIP,997,Gurkeerat Singh,37.666666666666664,KXIP
2016,KXIP,1000,WP Saha,34.083333333333336,KXIP
2016,KXIP,999,R Dhawan,33.0,KXIP
2016,KXIP,996,SE Marsh,32.666666666666664,KXIP
2016,MI,1247,JJ Bumrah,196.0,MI
2016,MI,1250,MJ McClenaghan,95.0,MI
2016,MI,1245,TG Southee,73.0,MI
2016,MI,1243,Harbhajan Singh,51.714285714285715,MI
2016,MI,1240,KH Pandya,51.0,MI
2016,MI,1242,R Vinay Kumar,49.0,MI
2016,MI,1239,N Rana,47.0,MI
2016,MI,1238,RG Sharma,44.57142857142857,MI
2016,MI,1244,AT Rayudu,36.0,MI
2016,MI,1251,PA Patel,29.8,MI
2016,MI,1248,JC Buttler,25.285714285714285,MI
2016,RCB,1570,CJ Jordan,300.0,RCB
2016,RCB,1574,KW Richardson,184.0,RCB
2016,RCB,1567,Iqbal Abdulla,112.5,RCB
2016,RCB,1557,V Kohli,80.75,RCB
2016,RCB,1559,AB de Villiers,64.5,RCB
2016,RCB,1568,SR Watson,51.4,RCB
2016,RCB,1561,KL Rahul,48.666666666666664,RCB
2016,RCB,1571,Parvez Rasool,44.0,RCB
2016,RCB,1560,CH Gayle,38.2,RCB
2016,RCB,1558,Sachin Baby,33.666666666666664,RCB
2016,RCB,1572,VR Aaron,28.0,RCB
2016,RPS,1644,A Zampa,308.0,RPS
2016,RPS,1659,M Ashwin,167.0,RPS
2016,RPS,1642,MR Marsh,117.0,RPS
2016,RPS,1662,I Sharma,77.0,RPS
2016,RPS,1661,JA Morkel,66.0,RPS
2016,RPS,1648,R Ashwin,54.333333333333336,RPS
2016,RPS,1641,SPD Smith,49.285714285714285,RPS
2016,RPS,1649,F du Plessis,48.166666666666664,RPS
2016,RPS,1643,AM Rahane,46.57142857142857,RPS
2016,RPS,1654,NLTC Perera,42.2,RPS
2016,RPS,1645,MS Dhoni,37.5,RPS
2016,SRH,1956,A Nehra,121.0,SRH
2016,SRH,1959,BB Sran,92.5,SRH
2016,SRH,1952,B Kumar,88.25,SRH
2016,SRH,1946,DA Warner,64.70588235294117,SRH
2016,SRH,1950,BCJ Cutting,53.0,SRH
2016,SRH,1958,MC Henriques,39.666666666666664,SRH
2016,SRH,1953,Bipul Sharma,38.25,SRH
2016,SRH,1948,S Dhawan,37.529411764705884,SRH
2016,SRH,1949,KS Williamson,31.0,SRH
2016,SRH,1951,Yuvraj Singh,29.2,SRH
2016,SRH,1955,EJG Morgan,28.166666666666668,SRH
2017,DD,475,Z Khan,89.33333333333333,DD
2017,DD,479,K Rabada,70.0,DD
2017,DD,473,CH Morris,59.666666666666664,DD
2017,DD,469,A Mishra,56.166666666666664,DD
2017,DD,477,PJ Cummins,52.55555555555556,DD
2017,DD,476,RR Pant,39.42857142857143,DD
2017,DD,474,SV Samson,36.857142857142854,DD
2017,DD,471,SS Iyer,36.166666666666664,DD
2017,DD,470,S Nadeem,35.0,DD
2017,DD,478,SW Billings,32.833333333333336,DD
2017,DD,480,KK Nair,27.23076923076923,DD
2017,GL,551,AJ Tye,126.33333333333333,GL
2017,GL,558,P Kumar,73.0,GL
2017,GL,560,DS Kulkarni,66.0,GL
2017,GL,564,Basil Thampi,59.6,GL
2017,GL,550,SK Raina,42.214285714285715,GL
2017,GL,557,BB McCullum,42.18181818181818,GL
2017,GL,554,KD Karthik,37.76923076923077,GL
2017,GL,559,Ishan Kishan,36.4,GL
2017,GL,565,JP Faulkner,36.0,GL
2017,GL,561,AJ Finch,32.0,GL
2017,GL,552,RA Jadeja,29.6,GL
2017,KKR,760,Kuldeep Yadav,165.0,KKR
2017,KKR,768,PP Chawla,154.0,KKR
2017,KKR,758,NM Coulter-Nile,136.33333333333334,KKR
2017,KKR,764,UT Yadav,118.75,KKR
2017,KKR,769,TA Boult,116.0,KKR
2017,KKR,756,AS Rajpoot,109.0,KKR
2017,KKR,766,CR Woakes,75.0,KKR
2017,KKR,755,CA Lynn,56.857142857142854,KKR
2017,KKR,761,RV Uthappa,49.84615384615385,KKR
2017,KKR,757,G Gambhir,40.875,KKR
2017,KKR,753,MK Pandey,40.61538461538461,KKR
2017,KXIP,1020,Sandeep Sharma,116.0,KXIP
2017,KXIP,1018,VR Aaron,83.5,KXIP
2017,KXIP,1026,MM Sharma,57.857142857142854,KXIP
2017,KXIP,1013,HM Amla,54.0,KXIP
2017,KXIP,1017,AR Patel,53.0,KXIP
2017,KXIP,1014,R Tewatia,52.0,KXIP
2017,KXIP,1022,KC Cariappa,49.0,KXIP
2017,KXIP,1016,GJ Maxwell,46.61538461538461,KXIP
2017,KXIP,1015,SE Marsh,42.75,KXIP
2017,KXIP,1023,WP Saha,34.54545454545455,KXIP
2017,KXIP,1021,M Vohra,32.666666666666664,KXIP
2017,MI,1264,JJ Bumrah,274.0,MI
2017,MI,1267,SL Malinga,146.0,MI
2017,MI,1271,TG Southee,94.0,MI
2017,MI,1262,MG Johnson,71.33333333333333,MI
2017,MI,1260,KV Sharma,69.16666666666667,MI
2017,MI,1256,SS Tiwary,69.0,MI
2017,MI,1269,MJ McClenaghan,67.0,MI
2017,MI,1259,KH Pandya,49.72727272727273,MI
2017,MI,1261,N Rana,37.25,MI
2017,MI,1263,KA Pollard,37.0625,MI
2017,MI,1265,JC Buttler,34.5,MI
2017,RCB,1582,P Negi,59.2,RCB
2017,RCB,1586,YS Chahal,58.166666666666664,RCB
2017,RCB,1585,A Choudhary,56.333333333333336,RCB
2017,RCB,1584,S Badree,49.2,RCB
2017,RCB,1591,TS Mills,47.0,RCB
2017,RCB,1599,Iqbal Abdulla,43.0,RCB
2017,RCB,1579,V Kohli,42.3,RCB
2017,RCB,1583,AB de Villiers,35.111111111111114,RCB
2017,RCB,1581,TM Head,33.142857142857146,RCB
2017,RCB,1587,KM Jadhav,31.692307692307693,RCB
2017,RCB,1595,AF Milne,31.333333333333332,RCB
2017,RPS,1674,Imran Tahir,460.0,RPS
2017,RPS,1667,JD Unadkat,351.0,RPS
2017,RPS,1677,A Zampa,181.0,RPS
2017,RPS,1678,SN Thakur,94.33333333333333,RPS
2017,RPS,1669,LH Ferguson,84.0,RPS
2017,RPS,1668,BA Stokes,67.27272727272727,RPS
2017,RPS,1680,RD Chahar,61.0,RPS
2017,RPS,1665,Washington Sundar,49.4,RPS
2017,RPS,1672,DT Christian,46.333333333333336,RPS
2017,RPS,1676,R Bhatia,42.0,RPS
2017,RPS,1664,SPD Smith,40.93333333333333,RPS
2017,SRH,1973,S Kaul,426.0,SRH
2017,SRH,1969,B Kumar,350.0,SRH
2017,SRH,1967,Rashid Khan,159.33333333333334,SRH
2017,SRH,1978,A Nehra,92.0,SRH
2017,SRH,1964,DA Warner,63.142857142857146,SRH
2017,SRH,1965,Mohammad Nabi,56.0,SRH
2017,SRH,1970,KS Williamson,45.714285714285715,SRH
2017,SRH,1972,S Dhawan,45.0,SRH
2017,SRH,1971,Bipul Sharma,39.333333333333336,SRH
2017,SRH,1966,V Shankar,32.75,SRH
2017,SRH,1968,MC Henriques,32.18181818181818,SRH
2018,CSK,154,SN Thakur,432.0,CSK
2018,CSK,153,Imran Tahir,156.0,CSK
2018,CSK,155,KV Sharma,108.0,CSK
2018,CSK,146,DL Chahar,80.75,CSK
2018,CSK,150,Harbhajan Singh,80.33333333333333,CSK
2018,CSK,147,SR Watson,59.266666666666666,CSK
2018,CSK,151,DJ Bravo,57.3,CSK
2018,CSK,145,AT Rayudu,48.5625,CSK
2018,CSK,148,RA Jadeja,46.3,CSK
2018,CSK,143,MS Dhoni,45.8,CSK
2018,CSK,149,SK Raina,41.266666666666666,CSK
2018,DD,499,TA Boult,522.0,DD
2018,DD,491,A Mishra,303.0,DD
2018,DD,490,HV Patel,119.0,DD
2018,DD,504,Mohammed Shami,83.0,DD
2018,DD,494,RR Pant,66.85714285714286,DD
2018,DD,505,S Nadeem,65.0,DD
2018,DD,493,R Tewatia,44.6,DD
2018,DD,501,LE Plunkett,44.5,DD
2018,DD,497,DT Christian,42.666666666666664,DD
2018,DD,498,SS Iyer,39.57142857142857,DD
2018,DD,502,PP Shaw,37.77777777777778,DD
2018,KKR,777,Kuldeep Yadav,158.66666666666666,KKR
2018,KKR,780,M Prasidh Krishna,120.5,KKR
2018,KKR,787,R Vinay Kumar,61.0,KKR
2018,KKR,779,PP Chawla,58.57142857142857,KKR
2018,KKR,775,SP Narine,55.75,KKR
2018,KKR,778,AD Russell,54.285714285714285,KKR
2018,KKR,772,KD Karthik,47.1875,KKR
2018,KKR,776,CA Lynn,39.3125,KKR
2018,KKR,785,TK Curran,38.5,KKR
2018,KKR,784,JPR Scantlebury-Searles,37.0,KKR
2018,KKR,782,Shivam Mavi,35.75,KKR
2018,KXIP,1035,Mujeeb Ur Rahman,184.0,KXIP
2018,KXIP,1043,AS Rajpoot,107.0,KXIP
2018,KXIP,1037,AJ Tye,87.0,KXIP
2018,KXIP,1034,KL Rahul,66.35714285714286,KXIP
2018,KXIP,1036,CH Gayle,46.0,KXIP
2018,KXIP,1039,R Ashwin,44.77777777777778,KXIP
2018,KXIP,1047,MM Sharma,41.5,KXIP
2018,KXIP,1040,KK Nair,36.5,KXIP
2018,KXIP,1038,DA Miller,27.0,KXIP
2018,KXIP,1042,MP Stoinis,25.714285714285715,KXIP
2018,KXIP,1041,AR Patel,22.75,KXIP
2018,MI,1275,JJ Bumrah,155.33333333333334,MI
2018,MI,1283,Mustafizur Rahman,90.0,MI
2018,MI,1279,MJ McClenaghan,72.0,MI
2018,MI,1281,M Markande,71.66666666666667,MI
2018,MI,1280,HH Pandya,63.38461538461539,MI
2018,MI,1274,SA Yadav,49.92857142857143,MI
2018,MI,1277,KH Pandya,49.38461538461539,MI
2018,MI,1278,E Lewis,38.30769230769231,MI
2018,MI,1285,Ishan Kishan,36.416666666666664,MI
2018,MI,1282,BCJ Cutting,34.833333333333336,MI
2018,MI,1284,RG Sharma,29.214285714285715,MI
2018,RCB,1601,YS Chahal,318.0,RCB
2018,RCB,1607,UT Yadav,98.6,RCB
2018,RCB,1610,Mohammed Siraj,86.0,RCB
2018,RCB,1605,M Ashwin,70.0,RCB
2018,RCB,1600,AB de Villiers,61.36363636363637,RCB
2018,RCB,1615,CR Woakes,52.0,RCB
2018,RCB,1602,V Kohli,51.0,RCB
2018,RCB,1603,MM Ali,48.0,RCB
2018,RCB,1608,TG Southee,48.0,RCB
2018,RCB,1611,Q de Kock,42.125,RCB
2018,RCB,1604,PA Patel,35.5,RCB
2018,RR,1853,IS Sodhi,132.0,RR
2018,RR,1866,B Laughlin,96.0,RR
2018,RR,1857,S Gopal,90.0,RR
2018,RR,1852,JC Buttler,58.92307692307692,RR
2018,RR,1865,JD Unadkat,49.714285714285715,RR
2018,RR,1863,JC Archer,49.25,RR
2018,RR,1864,DS Kulkarni,49.0,RR
2018,RR,1859,K Gowtham,38.92307692307692,RR
2018,RR,1854,SV Samson,38.06666666666667,RR
2018,RR,1861,BA Stokes,36.53846153846154,RR
2018,RR,1862,H Klaasen,33.5,RR
2018,SRH,1995,B Stanlake,131.0,SRH
2018,SRH,1997,S Kaul,129.5,SRH
2018,SRH,1987,Sandeep Sharma,98.0,SRH
2018,SRH,1984,Rashid Khan,94.14285714285714,SRH
2018,SRH,1989,B Kumar,65.25,SRH
2018,SRH,1983,KS Williamson,56.705882352941174,SRH
2018,SRH,1990,CR Brathwaite,56.25,SRH
2018,SRH,2000,Basil Thampi,54.0,SRH
2018,SRH,1993,Shakib Al Hasan,49.92307692307692,SRH
2018,SRH,1985,S Dhawan,44.375,SRH
2018,SRH,1996,SP Goswami,33.333333333333336,SRH
2019,CSK,167,Imran Tahir,716.0,CSK
2019,CSK,170,Harbhajan Singh,435.0,CSK
2019,CSK,171,DL Chahar,294.0,CSK
2019,CSK,178,SN Thakur,79.0,CSK
2019,CSK,169,MJ Santner,73.0,CSK
2019,CSK,166,RA Jadeja,64.0,CSK
2019,CSK,163,MS Dhoni,54.666666666666664,CSK
2019,CSK,165,F du Plessis,48.5,CSK
2019,CSK,173,DJ Bravo,45.22222222222222,CSK
2019,CSK,168,M Vijay,40.0,CSK
2019,CSK,174,SR Watson,32.11764705882353,CSK
2019,DD,526,S Lamichhane,196.0,DD
2019,DD,520,K Rabada,175.75,DD
2019,DD,518,I Sharma,118.0,DD
2019,DD,513,A Mishra,76.5,DD
2019,DD,527,CH Morris,61.666666666666664,DD
2019,DD,510,RR Pant,51.1875,DD
2019,DD,515,J Suchith,50.0,DD
2019,DD,522,TA Boult,50.0,DD
2019,DD,524,KMA Paul,47.0,DD
2019,DD,512,S Dhawan,42.8125,DD
2019,DD,514,SS Iyer,38.75,DD
2019,KKR,795,HF Gurney,170.0,KKR
2019,KKR,800,M Prasidh Krishna,86.0,KKR
2019,KKR,788,AD Russell,73.6923076923077,KKR
2019,KKR,797,PP Chawla,68.0,KKR
2019,KKR,791,SP Narine,48.44444444444444,KKR
2019,KKR,790,N Rana,47.45454545454545,KKR
2019,KKR,798,CA Lynn,40.46153846153846,KKR
2019,KKR,796,RV Uthappa,33.45454545454545,KKR
2019,KKR,793,Kuldeep Yadav,33.25,KKR
2019,KKR,792,Shubman Gill,32.07692307692308,KKR
2019,KKR,794,KD Karthik,28.846153846153847,KKR
2019,KXIP,1056,Mohammed Shami,251.0,KXIP
2019,KXIP,1052,R Ashwin,75.66666666666667,KXIP
2019,KXIP,1067,AJ Tye,61.0,KXIP
2019,KXIP,1051,KL Rahul,58.0,KXIP
2019,KXIP,1057,CH Gayle,48.84615384615385,KXIP
2019,KXIP,1062,GC Viljoen,48.666666666666664,KXIP
2019,KXIP,1064,SM Curran,47.0,KXIP
2019,KXIP,1054,M Ashwin,46.666666666666664,KXIP
2019,KXIP,1053,SN Khan,41.8,KXIP
2019,KXIP,1059,N Pooran,35.5,KXIP
2019,KXIP,1063,MA Agarwal,35.07692307692308,KXIP
2019,MI,1294,JJ Bumrah,243.5,MI
2019,MI,1308,AS Joseph,93.5,MI
2019,MI,1292,RD Chahar,90.25,MI
2019,MI,1289,HH Pandya,60.0,MI
2019,MI,1291,Q de Kock,50.875,MI
2019,MI,1295,SA Yadav,38.46666666666667,MI
2019,MI,1298,KH Pandya,36.6,MI
2019,MI,1297,RG Sharma,35.0,MI
2019,MI,1299,Yuvraj Singh,31.25,MI
2019,MI,1293,KA Pollard,29.214285714285715,MI
2019,MI,1303,E Lewis,26.666666666666668,MI
2019,RCB,1625,YS Chahal,159.33333333333334,RCB
2019,RCB,1628,NA Saini,144.5,RCB
2019,RCB,1630,DW Steyn,94.0,RCB
2019,RCB,1627,Washington Sundar,51.5,RCB
2019,RCB,1622,AB de Villiers,47.15384615384615,RCB
2019,RCB,1623,MM Ali,44.4,RCB
2019,RCB,1624,V Kohli,43.42857142857143,RCB
2019,RCB,1626,Gurkeerat Singh,43.0,RCB
2019,RCB,1636,Mohammed Siraj,40.25,RCB
2019,RCB,1640,TG Southee,40.0,RCB
2019,RCB,1629,PA Patel,37.642857142857146,RCB
2019,RR,1883,DS Kulkarni,184.0,RR
2019,RR,1882,IS Sodhi,106.0,RR
2019,RR,1885,VR Aaron,103.0,RR
2019,RR,1876,S Gopal,88.14285714285714,RR
2019,RR,1874,JC Archer,78.8,RR
2019,RR,1873,JC Buttler,58.125,RR
2019,RR,1880,R Parag,57.0,RR
2019,RR,1887,JD Unadkat,51.75,RR
2019,RR,1871,SPD Smith,40.5,RR
2019,RR,1878,AM Rahane,39.84615384615385,RR
2019,RR,1875,SV Samson,37.833333333333336,RR
2019,SRH,2012,KK Ahmed,467.0,SRH
2019,SRH,2014,Sandeep Sharma,157.5,SRH
2019,SRH,2003,DA Warner,73.91666666666667,SRH
2019,SRH,2008,B Kumar,73.6,SRH
2019,SRH,2017,S Kaul,72.0,SRH
2019,SRH,2005,JM Bairstow,65.5,SRH
2019,SRH,2004,Rashid Khan,62.375,SRH
2019,SRH,2016,Shakib Al Hasan,59.0,SRH
2019,SRH,2006,Mohammad Nabi,56.142857142857146,SRH
2019,SRH,2007,MK Pandey,42.72727272727273,SRH
2019,SRH,2009,MJ Guptill,35.666666666666664,SRH
